year_month,state,district,biometric_total
2025-11,Chhattisgarh,Korba,1724
2025-11,Chhattisgarh,Koriya,1423
2025-11,Chhattisgarh,Mahasamund,1693
2025-11,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,17
2025-11,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2
2025-11,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,42
2025-11,Chhattisgarh,Mungeli,2060
2025-11,Chhattisgarh,Narayanpur,488
2025-11,Chhattisgarh,Raigarh,4202
2025-11,Chhattisgarh,Raipur,4454
2025-11,Chhattisgarh,Rajnandgaon,3120
2025-11,Chhattisgarh,Sakti,69
2025-11,Chhattisgarh,Sarangarh-Bilaigarh,45
2025-11,Chhattisgarh,Sukma,726
2025-11,Chhattisgarh,Surajpur,1586
2025-11,Chhattisgarh,Surguja,2228
2025-11,Chhattisgarh,Uttar Bastar Kanker,660
2025-11,Dadra & Nagar Haveli,Dadra & Nagar Haveli,14
2025-11,Dadra and Nagar Haveli,Dadra and Nagar Haveli,580
2025-11,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,18
2025-11,Dadra and Nagar Haveli and Daman and Diu,Daman,3
2025-11,Dadra and Nagar Haveli and Daman and Diu,Diu,2
2025-11,Daman & Diu,Daman,23
2025-11,Daman & Diu,Diu,17
2025-11,Daman and Diu,Daman,75
2025-11,Daman and Diu,Diu,41
2025-11,Delhi,Central Delhi,695
2025-11,Delhi,East Delhi,1546
2025-11,Delhi,Najafgarh,14
2025-11,Delhi,New Delhi,61
2025-11,Delhi,North Delhi,817
2025-11,Delhi,North East,551
2025-11,Delhi,North East Delhi,1967
2025-11,Delhi,North West Delhi,4312
2025-11,Delhi,Shahdara,72
2025-11,Delhi,South Delhi,2725
2025-11,Delhi,South East Delhi,3
2025-11,Delhi,South West Delhi,1926
2025-11,Delhi,West Delhi,2141
2025-11,Goa,Bardez,3
2025-11,Goa,North Goa,685
2025-11,Goa,South Goa,489
2025-11,Gujarat,Ahmadabad,351
2025-11,Gujarat,Ahmedabad,5759
2025-11,Gujarat,Amreli,963
2025-11,Gujarat,Anand,1617
2025-11,Gujarat,Arvalli,513
2025-11,Gujarat,Banas Kantha,23
2025-11,Gujarat,Banaskantha,2616
2025-11,Gujarat,Bharuch,1165
2025-11,Gujarat,Bhavnagar,1762
2025-11,Gujarat,Botad,237
2025-11,Gujarat,Chhotaudepur,414
2025-11,Gujarat,Dahod,1628
2025-11,Gujarat,Devbhumi Dwarka,515
2025-11,Gujarat,Dohad,235
2025-11,Gujarat,Gandhinagar,1006
2025-11,Gujarat,Gir Somnath,500
2025-11,Gujarat,Jamnagar,1061
2025-11,Gujarat,Junagadh,1522
2025-11,Gujarat,Kachchh,1641
2025-11,Gujarat,Kheda,1828
2025-11,Gujarat,Mahesana,1398
2025-11,Gujarat,Mahisagar,557
2025-11,Gujarat,Morbi,397
2025-11,Gujarat,Narmada,454
2025-11,Gujarat,Navsari,646
2025-11,Gujarat,Panch Mahals,12
2025-11,Gujarat,Panchmahals,2005
2025-11,Gujarat,Patan,1110
2025-11,Gujarat,Porbandar,335
2025-11,Gujarat,Rajkot,2309
2025-11,Gujarat,Sabar Kantha,35
2025-11,Gujarat,Sabarkantha,1424
2025-11,Gujarat,Surat,3986
2025-11,Gujarat,Surendra Nagar,1327
2025-11,Gujarat,Surendranagar,24
2025-11,Gujarat,Tapi,586
2025-11,Gujarat,The Dangs,288
2025-11,Gujarat,Vadodara,2921
2025-11,Gujarat,Valsad,1288
2025-11,Haryana,Ambala,1183
2025-11,Haryana,Bhiwani,1623
2025-11,Haryana,Charkhi Dadri,156
2025-11,Haryana,Faridabad,2266
2025-11,Haryana,Fatehabad,1172
2025-11,Haryana,Gurgaon,1246
2025-11,Haryana,Hisar,1921
2025-11,Haryana,Jhajjar,1010
2025-11,Haryana,Jind,1749
2025-11,Haryana,Kaithal,1265
2025-11,Haryana,Karnal,1763
2025-11,Haryana,Kurukshetra,1255
2025-11,Haryana,Mahendragarh,981
2025-11,Haryana,Mewat,1497
2025-11,Haryana,Palwal,1229
2025-11,Haryana,Panchkula,577
2025-11,Haryana,Panipat,1352
2025-11,Haryana,Rewari,822
2025-11,Haryana,Rohtak,1279
2025-11,Haryana,Sirsa,1735
2025-11,Haryana,Sonipat,1343
2025-11,Haryana,Yamuna Nagar,1712
2025-11,Haryana,Yamunanagar,27
2025-11,Himachal Pradesh,Bilaspur,389
2025-11,Himachal Pradesh,Chamba,749
2025-11,Himachal Pradesh,Hamirpur,385
2025-11,Himachal Pradesh,Kangra,1724
2025-11,Himachal Pradesh,Kinnaur,73
2025-11,Himachal Pradesh,Kullu,373
2025-11,Himachal Pradesh,Lahaul and Spiti,5
2025-11,Himachal Pradesh,Lahul & Spiti,17
2025-11,Himachal Pradesh,Lahul and Spiti,32
2025-11,Himachal Pradesh,Mandi,877
2025-11,Himachal Pradesh,Shimla,661
2025-11,Himachal Pradesh,Sirmaur,445
2025-11,Himachal Pradesh,Solan,472
2025-11,Himachal Pradesh,Una,617
2025-11,Jammu & Kashmir,Anantnag,1
2025-11,Jammu & Kashmir,Baramula,2
2025-11,Jammu & Kashmir,Jammu,10
2025-11,Jammu & Kashmir,Kathua,2
2025-11,Jammu & Kashmir,Srinagar,1
2025-11,Jammu and Kashmir,Anantnag,679
2025-11,Jammu and Kashmir,Badgam,175
2025-11,Jammu and Kashmir,Bandipore,272
2025-11,Jammu and Kashmir,Baramula,973
2025-11,Jammu and Kashmir,Budgam,405
2025-11,Jammu and Kashmir,Doda,483
2025-11,Jammu and Kashmir,Ganderbal,162
2025-11,Jammu and Kashmir,Jammu,1544
2025-11,Jammu and Kashmir,Kargil,53
2025-11,Jammu and Kashmir,Kathua,602
2025-11,Jammu and Kashmir,Kishtwar,247
2025-11,Jammu and Kashmir,Kulgam,367
2025-11,Jammu and Kashmir,Kupwara,707
2025-11,Jammu and Kashmir,Leh,45
2025-11,Jammu and Kashmir,Pulwama,730
2025-11,Jammu and Kashmir,Punch,694
2025-11,Jammu and Kashmir,Rajouri,989
2025-11,Jammu and Kashmir,Ramban,436
2025-11,Jammu and Kashmir,Reasi,265
2025-11,Jammu and Kashmir,Samba,191
2025-11,Jammu and Kashmir,Shupiyan,249
2025-11,Jammu and Kashmir,Srinagar,1339
2025-11,Jammu and Kashmir,Udhampur,465
2025-11,Jharkhand,Bokaro,1748
2025-11,Jharkhand,Chatra,1311
2025-11,Jharkhand,Deoghar,1002
2025-11,Jharkhand,Dhanbad,1932
2025-11,Jharkhand,Dumka,1025
2025-11,Jharkhand,East Singhbhum,1828
2025-11,Jharkhand,Garhwa,1432
2025-11,Jharkhand,Garhwa *,78
2025-11,Jharkhand,Giridih,1548
2025-11,Jharkhand,Godda,1343
2025-11,Jharkhand,Gumla,1544
2025-11,Jharkhand,Hazaribag,146
2025-11,Jharkhand,Hazaribagh,1119
2025-11,Jharkhand,Jamtara,637
2025-11,Jharkhand,Khunti,803
2025-11,Jharkhand,Kodarma,59
2025-11,Jharkhand,Koderma,497
2025-11,Jharkhand,Latehar,778
2025-11,Jharkhand,Lohardaga,613
2025-11,Jharkhand,Pakaur,55
2025-11,Jharkhand,Pakur,454
2025-11,Jharkhand,Palamau,28
2025-11,Jharkhand,Palamu,1849
2025-11,Jharkhand,Pashchimi Singhbhum,206
2025-11,Jharkhand,Purbi Singhbhum,275
2025-11,Jharkhand,Ramgarh,632
2025-11,Jharkhand,Ranchi,2404
2025-11,Jharkhand,Sahebganj,1056
2025-11,Jharkhand,Sahibganj,55
2025-11,Jharkhand,Seraikela-Kharsawan,1026
2025-11,Jharkhand,Seraikela-kharsawan,213
2025-11,Jharkhand,Simdega,855
2025-11,Jharkhand,West Singhbhum,1755
2025-11,Karnataka,Bagalkot,1111
2025-11,Karnataka,Bagalkot *,40
2025-11,Karnataka,Ballari,498
2025-11,Karnataka,Bangalore,2508
2025-11,Karnataka,Bangalore Rural,628
2025-11,Karnataka,Belagavi,1121
2025-11,Karnataka,Belgaum,1538
2025-11,Karnataka,Bellary,1041
2025-11,Karnataka,Bengaluru,3479
2025-11,Karnataka,Bengaluru Rural,2
2025-11,Karnataka,Bengaluru South,7
2025-11,Karnataka,Bidar,1287
2025-11,Karnataka,Bijapur,940
2025-11,Karnataka,Chamarajanagar,51
2025-11,Karnataka,Chamarajanagar *,1
2025-11,Karnataka,Chamrajanagar,605
2025-11,Karnataka,Chamrajnagar,75
2025-11,Karnataka,Chickmagalur,281
2025-11,Karnataka,Chikkaballapur,629
2025-11,Karnataka,Chikkamagaluru,194
2025-11,Karnataka,Chikmagalur,21
2025-11,Karnataka,Chitradurga,822
2025-11,Karnataka,Dakshina Kannada,1083
2025-11,Karnataka,Davanagere,128
2025-11,Karnataka,Davangere,1027
2025-11,Karnataka,Dharwad,1069
2025-11,Karnataka,Gadag,555
2025-11,Karnataka,Gadag *,22
2025-11,Karnataka,Gulbarga,1054
2025-11,Karnataka,Hasan,191
2025-11,Karnataka,Hassan,582
2025-11,Karnataka,Haveri,767
2025-11,Karnataka,Haveri *,22
2025-11,Karnataka,Kalaburagi,1124
2025-11,Karnataka,Kodagu,223
2025-11,Karnataka,Kolar,1021
2025-11,Karnataka,Koppal,855
2025-11,Karnataka,Mandya,853
2025-11,Karnataka,Mysore,858
2025-11,Karnataka,Mysuru,677
2025-11,Karnataka,Raichur,1702
2025-11,Karnataka,Ramanagar,579
2025-11,Karnataka,Shimoga,447
2025-11,Karnataka,Shivamogga,417
2025-11,Karnataka,Tumakuru,634
2025-11,Karnataka,Tumkur,999
2025-11,Karnataka,Udupi,424
2025-11,Karnataka,Udupi *,1
2025-11,Karnataka,Uttara Kannada,686
2025-11,Karnataka,Vijayanagara,194
2025-11,Karnataka,Vijayapura,814
2025-11,Karnataka,Yadgir,761
2025-11,Karnataka,yadgir,95
2025-11,Kerala,Alappuzha,1054
2025-11,Kerala,Ernakulam,1897
2025-11,Kerala,Idukki,672
2025-11,Kerala,Kannur,1598
2025-11,Kerala,Kasaragod,688
2025-11,Kerala,Kasargod,80
2025-11,Kerala,Kollam,1773
2025-11,Kerala,Kottayam,1076
2025-11,Kerala,Kozhikode,1848
2025-11,Kerala,Malappuram,2657
2025-11,Kerala,Palakkad,1781
2025-11,Kerala,Pathanamthitta,746
2025-11,Kerala,Thiruvananthapuram,1853
2025-11,Kerala,Thrissur,1762
2025-11,Kerala,Wayanad,492
2025-11,Ladakh,Kargil,40
2025-11,Ladakh,Leh,43
2025-11,Lakshadweep,Lakshadweep,63
2025-11,Madhya Pradesh,Agar Malwa,283
2025-11,Madhya Pradesh,Alirajpur,839
2025-11,Madhya Pradesh,Anuppur,809
2025-11,Madhya Pradesh,Ashok Nagar,827
2025-11,Madhya Pradesh,Balaghat,2109
2025-11,Madhya Pradesh,Barwani,1573
2025-11,Madhya Pradesh,Betul,2324
2025-11,Madhya Pradesh,Bhind,1345
2025-11,Madhya Pradesh,Bhopal,3106
2025-11,Madhya Pradesh,Burhanpur,932
2025-11,Madhya Pradesh,Chhatarpur,2174
2025-11,Madhya Pradesh,Chhindwara,2424
2025-11,Madhya Pradesh,Damoh,1594
2025-11,Madhya Pradesh,Datia,725
2025-11,Madhya Pradesh,Dewas,2155
2025-11,Madhya Pradesh,Dhar,1844
2025-11,Madhya Pradesh,Dindori,677
2025-11,Madhya Pradesh,East Nimar,639
2025-11,Madhya Pradesh,Guna,1333
2025-11,Madhya Pradesh,Gwalior,1906
2025-11,Madhya Pradesh,Harda,556
2025-11,Madhya Pradesh,Harda *,174
2025-11,Madhya Pradesh,Hoshangabad,1432
2025-11,Madhya Pradesh,Indore,4264
2025-11,Madhya Pradesh,Jabalpur,3364
2025-11,Madhya Pradesh,Jhabua,1169
2025-11,Madhya Pradesh,Katni,2251
2025-11,Madhya Pradesh,Khandwa,754
2025-11,Madhya Pradesh,Khargone,2073
2025-11,Madhya Pradesh,Maihar,47
2025-11,Madhya Pradesh,Mandla,745
2025-11,Madhya Pradesh,Mandsaur,1100
2025-11,Madhya Pradesh,Mauganj,44
2025-11,Madhya Pradesh,Morena,1989
2025-11,Madhya Pradesh,Narmadapuram,100
2025-11,Madhya Pradesh,Narsimhapur,213
2025-11,Madhya Pradesh,Narsinghpur,1138
2025-11,Madhya Pradesh,Neemuch,714
2025-11,Madhya Pradesh,Niwari,29
2025-11,Madhya Pradesh,Pandhurna,14
2025-11,Madhya Pradesh,Panna,1008
2025-11,Madhya Pradesh,Raisen,1372
2025-11,Madhya Pradesh,Rajgarh,1942
2025-11,Madhya Pradesh,Ratlam,2383
2025-11,Madhya Pradesh,Rewa,2341
2025-11,Madhya Pradesh,Sagar,2591
2025-11,Madhya Pradesh,Satna,2794
2025-11,Madhya Pradesh,Sehore,1409
2025-11,Madhya Pradesh,Seoni,1126
2025-11,Madhya Pradesh,Shahdol,1343
2025-11,Madhya Pradesh,Shajapur,1577
2025-11,Madhya Pradesh,Sheopur,772
2025-11,Madhya Pradesh,Shivpuri,2101
2025-11,Madhya Pradesh,Sidhi,997
2025-11,Madhya Pradesh,Singrauli,993
2025-11,Madhya Pradesh,Tikamgarh,1683
2025-11,Madhya Pradesh,Ujjain,2523
2025-11,Madhya Pradesh,Umaria,737
2025-11,Madhya Pradesh,Vidisha,1882
2025-11,Madhya Pradesh,West Nimar,171
2025-11,Maharashtra,Ahilyanagar,1
2025-11,Maharashtra,Ahmadnagar,8393
2025-11,Maharashtra,Ahmed Nagar,178
2025-11,Maharashtra,Akola,3803
2025-11,Maharashtra,Amravati,7175
2025-11,Maharashtra,Aurangabad,5858
2025-11,Maharashtra,Beed,5175
2025-11,Maharashtra,Bhandara,2061
2025-11,Maharashtra,Bid,284
2025-11,Maharashtra,Buldana,831
2025-11,Maharashtra,Buldhana,5417
2025-11,Maharashtra,Chandrapur,3985
2025-11,Maharashtra,Chatrapati Sambhaji Nagar,32
2025-11,Maharashtra,Chhatrapati Sambhajinagar,98
2025-11,Maharashtra,Dharashiv,26
2025-11,Maharashtra,Dhule,3714
2025-11,Maharashtra,Gadchiroli,2589
2025-11,Maharashtra,Gondia,23
2025-11,Maharashtra,Gondiya,1791
2025-11,Maharashtra,Gondiya *,59
2025-11,Maharashtra,Hingoli,2566
2025-11,Maharashtra,Jalgaon,7935
2025-11,Maharashtra,Jalna,4134
2025-11,Maharashtra,Kolhapur,5341
2025-11,Maharashtra,Latur,4261
2025-11,Maharashtra,Mumbai,7945
2025-11,Maharashtra,Mumbai City,840
2025-11,Maharashtra,Mumbai Suburban,3599
2025-11,Maharashtra,Mumbai( Sub Urban ),185
2025-11,Maharashtra,Nagpur,6687
2025-11,Maharashtra,Nanded,7006
2025-11,Maharashtra,Nandurbar,3192
2025-11,Maharashtra,Nandurbar *,59
2025-11,Maharashtra,Nashik,12316
2025-11,Maharashtra,Osmanabad,2997
2025-11,Maharashtra,Palghar,3121
2025-11,Maharashtra,Parbhani,3469
2025-11,Maharashtra,Pune,11617
2025-11,Maharashtra,Raigad,248
2025-11,Maharashtra,Raigarh,3081
2025-11,Maharashtra,Raigarh(MH),21
2025-11,Maharashtra,Ratnagiri,3418
2025-11,Maharashtra,Sangli,5411
2025-11,Maharashtra,Satara,4481
2025-11,Maharashtra,Sindhudurg,956
2025-11,Maharashtra,Solapur,6939
2025-11,Maharashtra,Thane,12244
2025-11,Maharashtra,Wardha,2963
2025-11,Maharashtra,Washim,3610
2025-11,Maharashtra,Washim *,41
2025-11,Maharashtra,Yavatmal,8071
2025-11,Manipur,Bishnupur,848
2025-11,Manipur,Chandel,168
2025-11,Manipur,Churachandpur,302
2025-11,Manipur,Imphal East,1008
2025-11,Manipur,Imphal West,1863
2025-11,Manipur,Jiribam,20
2025-11,Manipur,Kakching,43
2025-11,Manipur,Senapati,431
2025-11,Manipur,Tamenglong,213
2025-11,Manipur,Thoubal,1225
2025-11,Manipur,Ukhrul,270
2025-11,Meghalaya,East Garo Hills,36
2025-11,Meghalaya,East Jaintia Hills,49
2025-11,Meghalaya,East Khasi Hills,327
2025-11,Meghalaya,North Garo Hills,19
2025-11,Meghalaya,Ri Bhoi,117
2025-11,Meghalaya,South Garo Hills,3
2025-11,Meghalaya,South West Garo Hills,88
2025-11,Meghalaya,South West Khasi Hills,115
2025-11,Meghalaya,West Garo Hills,292
2025-11,Meghalaya,West Jaintia Hills,66
2025-11,Meghalaya,West Khasi Hills,121
2025-11,Mizoram,Aizawl,239
2025-11,Mizoram,Champhai,47
2025-11,Mizoram,Kolasib,44
2025-11,Mizoram,Lawngtlai,160
2025-11,Mizoram,Lunglei,60
2025-11,Mizoram,Mamit,36
2025-11,Mizoram,Mammit,12
2025-11,Mizoram,Saiha,27
2025-11,Mizoram,Serchhip,36
2025-11,Nagaland,Chumukedima,7
2025-11,Nagaland,Dimapur,519
2025-11,Nagaland,Kiphire,57
2025-11,Nagaland,Kohima,312
2025-11,Nagaland,Longleng,15
2025-11,Nagaland,Meluri,114
2025-11,Nagaland,Mokokchung,117
2025-11,Nagaland,Mon,265
2025-11,Nagaland,Niuland,2
2025-11,Nagaland,Noklak,8
2025-11,Nagaland,Peren,71
2025-11,Nagaland,Phek,102
2025-11,Nagaland,Shamator,1
2025-11,Nagaland,Tseminyu,1
2025-11,Nagaland,Tuensang,112
2025-11,Nagaland,Wokha,78
2025-11,Nagaland,Zunheboto,90
2025-11,ODISHA,NUAPADA,1
2025-11,Odisha,ANUGUL,1
2025-11,Odisha,Angul,886
2025-11,Odisha,Anugul,39
2025-11,Odisha,Balangir,1165
2025-11,Odisha,Baleshwar,344
2025-11,Odisha,Baleswar,1555
2025-11,Odisha,Bargarh,1192
2025-11,Odisha,Baudh,65
2025-11,Odisha,Bhadrak,1304
2025-11,Odisha,Boudh,335
2025-11,Odisha,Cuttack,1629
2025-11,Odisha,Debagarh,239
2025-11,Odisha,Dhenkanal,1040
2025-11,Odisha,Gajapati,831
2025-11,Odisha,Ganjam,2369
2025-11,Odisha,JAJPUR,522
2025-11,Odisha,Jagatsinghapur,650
2025-11,Odisha,Jagatsinghpur,254
2025-11,Odisha,Jajapur,751
2025-11,Odisha,Jajpur,2
2025-11,Odisha,Jharsuguda,358
2025-11,Odisha,Kalahandi,1126
2025-11,Odisha,Kandhamal,776
2025-11,Odisha,Kendrapara,1185
2025-11,Odisha,Kendujhar,1299
2025-11,Odisha,Khorda,1326
2025-11,Odisha,Khordha,209
2025-11,Odisha,Koraput,1063
2025-11,Odisha,Malkangiri,435
2025-11,Odisha,Mayurbhanj,1829
2025-11,Odisha,NAYAGARH,2
2025-11,Odisha,NUAPADA,10
2025-11,Odisha,Nabarangapur,897
2025-11,Odisha,Nayagarh,811
2025-11,Odisha,Nuapada,642
2025-11,Odisha,Puri,1182
2025-11,Odisha,Rayagada,686
2025-11,Odisha,Sambalpur,783
2025-11,Odisha,Sonapur,357
2025-11,Odisha,Subarnapur,65
2025-11,Odisha,Sundargarh,210
2025-11,Odisha,Sundergarh,1088
2025-11,Odisha,jajpur,4
2025-11,Orissa,Anugul,8
2025-11,Orissa,Balangir,152
2025-11,Orissa,Baleshwar,66
2025-11,Orissa,Bargarh,16
2025-11,Orissa,Bhadrak,106
2025-11,Orissa,Cuttack,116
2025-11,Orissa,Dhenkanal,36
2025-11,Orissa,Gajapati,1
2025-11,Orissa,Ganjam,128
2025-11,Orissa,Jagatsinghapur,6
2025-11,Orissa,Jajapur,17
2025-11,Orissa,Jharsuguda,4
2025-11,Orissa,Kandhamal,8
2025-11,Orissa,Kendrapara,2
2025-11,Orissa,Kendujhar,7
2025-11,Orissa,Khordha,256
2025-11,Orissa,Koraput,22
2025-11,Orissa,Malkangiri,4
2025-11,Orissa,Mayurbhanj,3
2025-11,Orissa,Nayagarh,31
2025-11,Orissa,Puri,57
2025-11,Orissa,Rayagada,33
2025-11,Orissa,Sambalpur,5
2025-11,Orissa,Sonapur,1
2025-11,Orissa,Sundargarh,35
2025-11,Pondicherry,Karaikal,126
2025-11,Pondicherry,Pondicherry,517
2025-11,Pondicherry,Yanam,5
2025-11,Puducherry,Karaikal,368
2025-11,Puducherry,Puducherry,587
2025-11,Puducherry,Yanam,4
2025-11,Punjab,Amritsar,2150
2025-11,Punjab,Barnala,619
2025-11,Punjab,Bathinda,1423
2025-11,Punjab,Faridkot,641
2025-11,Punjab,Fatehgarh Sahib,703
2025-11,Punjab,Fazilka,889
2025-11,Punjab,Ferozepur,843
2025-11,Punjab,Firozpur,219
2025-11,Punjab,Gurdaspur,1542
2025-11,Punjab,Hoshiarpur,1147
2025-11,Punjab,Jalandhar,2215
2025-11,Punjab,Kapurthala,927
2025-11,Punjab,Ludhiana,3070
2025-11,Punjab,Malerkotla,218
2025-11,Punjab,Mansa,969
2025-11,Punjab,Moga,912
2025-11,Punjab,Muktsar,171
2025-11,Punjab,Nawanshahr,183
2025-11,Punjab,Pathankot,417
2025-11,Punjab,Patiala,2007
2025-11,Punjab,Rupnagar,778
2025-11,Punjab,S.A.S Nagar(Mohali),102
2025-11,Punjab,SAS Nagar (Mohali),834
2025-11,Punjab,Sangrur,1572
2025-11,Punjab,Shaheed Bhagat Singh Nagar,600
2025-11,Punjab,Sri Muktsar Sahib,826
2025-11,Punjab,Tarn Taran,1096
2025-11,Rajasthan,Ajmer,4514
2025-11,Rajasthan,Alwar,5979
2025-11,Rajasthan,Banswara,3002
2025-11,Rajasthan,Baran,3197
2025-11,Rajasthan,Barmer,5561
2025-11,Rajasthan,Bharatpur,3767
2025-11,Rajasthan,Bhilwara,3978
2025-11,Rajasthan,Bikaner,3918
2025-11,Rajasthan,Bundi,1846
2025-11,Rajasthan,Chittaurgarh,77
2025-11,Rajasthan,Chittorgarh,1875
2025-11,Rajasthan,Churu,3259
2025-11,Rajasthan,Dausa,3109
2025-11,Rajasthan,Deeg,7
2025-11,Rajasthan,Dhaulpur,16
2025-11,Rajasthan,Dholpur,1986
2025-11,Rajasthan,Dungarpur,2774
2025-11,Rajasthan,Ganganagar,2658
2025-11,Rajasthan,Hanumangarh,2370
2025-11,Rajasthan,Jaipur,8984
2025-11,Rajasthan,Jaisalmer,1116
2025-11,Rajasthan,Jalor,3121
2025-11,Rajasthan,Jalore,1
2025-11,Rajasthan,Jhalawar,2620
2025-11,Rajasthan,Jhunjhunu,63
2025-11,Rajasthan,Jhunjhunun,2861
2025-11,Rajasthan,Jodhpur,5465
2025-11,Rajasthan,Karauli,2520
2025-11,Rajasthan,Kota,2334
2025-11,Rajasthan,Nagaur,6060
2025-11,Rajasthan,Pali,4237
2025-11,Rajasthan,Pratapgarh,1773
2025-11,Rajasthan,Rajsamand,2024
2025-11,Rajasthan,Sawai Madhopur,2191
2025-11,Rajasthan,Sikar,3778
2025-11,Rajasthan,Sirohi,1971
2025-11,Rajasthan,Tonk,2591
2025-11,Rajasthan,Udaipur,5392
2025-11,Sikkim,East,104
2025-11,Sikkim,East Sikkim,105
2025-11,Sikkim,Namchi,1
2025-11,Sikkim,North,10
2025-11,Sikkim,North Sikkim,19
2025-11,Sikkim,South,27
2025-11,Sikkim,South Sikkim,37
2025-11,Sikkim,West,21
2025-11,Sikkim,West Sikkim,19
2025-11,Tamil Nadu,Ariyalur,1180
2025-11,Tamil Nadu,Chengalpattu,153
2025-11,Tamil Nadu,Chennai,4519
2025-11,Tamil Nadu,Coimbatore,3341
2025-11,Tamil Nadu,Cuddalore,3404
2025-11,Tamil Nadu,Dharmapuri,2215
2025-11,Tamil Nadu,Dindigul,3106
2025-11,Tamil Nadu,Erode,2775
2025-11,Tamil Nadu,Kallakurichi,89
2025-11,Tamil Nadu,Kancheepuram,4725
2025-11,Tamil Nadu,Kanniyakumari,1543
2025-11,Tamil Nadu,Kanyakumari,696
2025-11,Tamil Nadu,Karur,1122
2025-11,Tamil Nadu,Krishnagiri,2198
2025-11,Tamil Nadu,Madurai,3928
2025-11,Tamil Nadu,Mayiladuthurai,136
2025-11,Tamil Nadu,Nagapattinam,1763
2025-11,Tamil Nadu,Namakkal,2283
2025-11,Tamil Nadu,Perambalur,1232
2025-11,Tamil Nadu,Pudukkottai,2746
2025-11,Tamil Nadu,Ramanathapuram,1551
2025-11,Tamil Nadu,Ranipet,15
2025-11,Tamil Nadu,Salem,4053
2025-11,Tamil Nadu,Sivaganga,1875
2025-11,Tamil Nadu,Tenkasi,330
2025-11,Tamil Nadu,Thanjavur,3225
2025-11,Tamil Nadu,The Nilgiris,902
2025-11,Tamil Nadu,Theni,1407
2025-11,Tamil Nadu,Thiruvallur,95
2025-11,Tamil Nadu,Thiruvarur,1792
2025-11,Tamil Nadu,Thoothukkudi,2687
2025-11,Tamil Nadu,Tiruchirappalli,3429
2025-11,Tamil Nadu,Tirunelveli,4566
2025-11,Tamil Nadu,Tirupathur,1
2025-11,Tamil Nadu,Tirupattur,232
2025-11,Tamil Nadu,Tiruppur,3012
2025-11,Tamil Nadu,Tiruvallur,5047
2025-11,Tamil Nadu,Tiruvannamalai,2589
2025-11,Tamil Nadu,Vellore,4082
2025-11,Tamil Nadu,Villupuram,2298
2025-11,Tamil Nadu,Viluppuram,1550
2025-11,Tamil Nadu,Virudhunagar,2332
2025-11,Telangana,Adilabad,1605
2025-11,Telangana,Bhadradri Kothagudem,583
2025-11,Telangana,Hanumakonda,156
2025-11,Telangana,Hyderabad,4647
2025-11,Telangana,Jagitial,196
2025-11,Telangana,Jangaon,11
2025-11,Telangana,Jangoan,202
2025-11,Telangana,Jayashankar Bhupalpally,73
2025-11,Telangana,Jogulamba Gadwal,161
2025-11,Telangana,K.v. Rangareddy,4397
2025-11,Telangana,Kamareddy,341
2025-11,Telangana,Karimnagar,2482
2025-11,Telangana,Khammam,1460
2025-11,Telangana,Komaram Bheem,159
2025-11,Telangana,Mahabubabad,237
2025-11,Telangana,Mahabubnagar,3401
2025-11,Telangana,Mancherial,255
2025-11,Telangana,Medak,2186
2025-11,Telangana,Medchal-malkajgiri,549
2025-11,Telangana,Medchal−malkajgiri,193
2025-11,Telangana,Mulugu,138
2025-11,Telangana,Nagarkurnool,199
2025-11,Telangana,Nalgonda,2418
2025-11,Telangana,Narayanpet,115
2025-11,Telangana,Nirmal,309
2025-11,Telangana,Nizamabad,2330
2025-11,Telangana,Peddapalli,173
2025-11,Telangana,Rajanna Sircilla,211
2025-11,Telangana,Rangareddy,38
2025-11,Telangana,Sangareddy,411
2025-11,Telangana,Siddipet,471
2025-11,Telangana,Suryapet,448
2025-11,Telangana,Vikarabad,294
2025-11,Telangana,Wanaparthy,156
2025-11,Telangana,Warangal,1750
2025-11,Telangana,Warangal Rural,133
2025-11,Telangana,Warangal Urban,175
2025-11,Telangana,Yadadri.,213
2025-11,Tripura,Dhalai,351
2025-11,Tripura,Dhalai  *,8
2025-11,Tripura,Gomati,229
2025-11,Tripura,Khowai,136
2025-11,Tripura,North Tripura,832
2025-11,Tripura,Sepahijala,266
2025-11,Tripura,South Tripura,859
2025-11,Tripura,Unakoti,184
2025-11,Tripura,West Tripura,1237
2025-11,Uttar Pradesh,Agra,4156
2025-11,Uttar Pradesh,Aligarh,3538
2025-11,Uttar Pradesh,Allahabad,4606
2025-11,Uttar Pradesh,Ambedkar Nagar,1883
2025-11,Uttar Pradesh,Amethi,1631
2025-11,Uttar Pradesh,Amroha,2020
2025-11,Uttar Pradesh,Auraiya,1097
2025-11,Uttar Pradesh,Ayodhya,197
2025-11,Uttar Pradesh,Azamgarh,3817
2025-11,Uttar Pradesh,Baghpat,1094
2025-11,Uttar Pradesh,Bahraich,3957
2025-11,Uttar Pradesh,Ballia,2933
2025-11,Uttar Pradesh,Balrampur,2434
2025-11,Uttar Pradesh,Banda,1635
2025-11,Uttar Pradesh,Bara Banki,3574
2025-11,Uttar Pradesh,Barabanki,118
