year_month,state,district,enrolment_total
2025-09,Uttar Pradesh,Bareilly,552
2025-09,Uttar Pradesh,Basti,315
2025-09,Uttar Pradesh,Bhadohi,12
2025-09,Uttar Pradesh,Bijnor,460
2025-09,Uttar Pradesh,Budaun,393
2025-09,Uttar Pradesh,Bulandshahar,4
2025-09,Uttar Pradesh,Bulandshahr,443
2025-09,Uttar Pradesh,Chandauli,312
2025-09,Uttar Pradesh,Chitrakoot,136
2025-09,Uttar Pradesh,Deoria,256
2025-09,Uttar Pradesh,Etah,167
2025-09,Uttar Pradesh,Etawah,205
2025-09,Uttar Pradesh,Faizabad,241
2025-09,Uttar Pradesh,Farrukhabad,201
2025-09,Uttar Pradesh,Fatehpur,309
2025-09,Uttar Pradesh,Firozabad,322
2025-09,Uttar Pradesh,Gautam Buddha Nagar,556
2025-09,Uttar Pradesh,Ghaziabad,574
2025-09,Uttar Pradesh,Ghazipur,410
2025-09,Uttar Pradesh,Gonda,441
2025-09,Uttar Pradesh,Gorakhpur,422
2025-09,Uttar Pradesh,Hamirpur,150
2025-09,Uttar Pradesh,Hapur,127
2025-09,Uttar Pradesh,Hardoi,429
2025-09,Uttar Pradesh,Hathras,173
2025-09,Uttar Pradesh,Jalaun,166
2025-09,Uttar Pradesh,Jaunpur,424
2025-09,Uttar Pradesh,Jhansi,241
2025-09,Uttar Pradesh,Jyotiba Phule Nagar,2
2025-09,Uttar Pradesh,Kannauj,212
2025-09,Uttar Pradesh,Kanpur Dehat,194
2025-09,Uttar Pradesh,Kanpur Nagar,657
2025-09,Uttar Pradesh,Kasganj,126
2025-09,Uttar Pradesh,Kaushambi,195
2025-09,Uttar Pradesh,Kheri,640
2025-09,Uttar Pradesh,Kushinagar,322
2025-09,Uttar Pradesh,Lalitpur,143
2025-09,Uttar Pradesh,Lucknow,709
2025-09,Uttar Pradesh,Maharajganj,494
2025-09,Uttar Pradesh,Mahoba,92
2025-09,Uttar Pradesh,Mainpuri,269
2025-09,Uttar Pradesh,Mathura,308
2025-09,Uttar Pradesh,Mau,237
2025-09,Uttar Pradesh,Meerut,483
2025-09,Uttar Pradesh,Mirzapur,392
2025-09,Uttar Pradesh,Moradabad,398
2025-09,Uttar Pradesh,Muzaffarnagar,323
2025-09,Uttar Pradesh,Pilibhit,266
2025-09,Uttar Pradesh,Pratapgarh,354
2025-09,Uttar Pradesh,Prayagraj,66
2025-09,Uttar Pradesh,Rae Bareli,290
2025-09,Uttar Pradesh,Rampur,275
2025-09,Uttar Pradesh,Saharanpur,336
2025-09,Uttar Pradesh,Sambhal,281
2025-09,Uttar Pradesh,Sant Kabir Nagar,168
2025-09,Uttar Pradesh,Sant Ravidas Nagar,153
2025-09,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,1
2025-09,Uttar Pradesh,Shahjahanpur,334
2025-09,Uttar Pradesh,Shamli,229
2025-09,Uttar Pradesh,Shrawasti,156
2025-09,Uttar Pradesh,Siddharthnagar,461
2025-09,Uttar Pradesh,Sitapur,662
2025-09,Uttar Pradesh,Sonbhadra,213
2025-09,Uttar Pradesh,Sultanpur,324
2025-09,Uttar Pradesh,Unnao,474
2025-09,Uttar Pradesh,Varanasi,452
2025-09,Uttarakhand,Almora,54
2025-09,Uttarakhand,Bageshwar,33
2025-09,Uttarakhand,Chamoli,36
2025-09,Uttarakhand,Champawat,31
2025-09,Uttarakhand,Dehradun,179
2025-09,Uttarakhand,Garhwal,2
2025-09,Uttarakhand,Hardwar,2
2025-09,Uttarakhand,Haridwar,172
2025-09,Uttarakhand,Nainital,122
2025-09,Uttarakhand,Pauri Garhwal,43
2025-09,Uttarakhand,Pithoragarh,47
2025-09,Uttarakhand,Rudraprayag,39
2025-09,Uttarakhand,Tehri Garhwal,110
2025-09,Uttarakhand,Udham Singh Nagar,221
2025-09,Uttarakhand,Uttarkashi,31
2025-09,West  Bengal,Hooghly,1
2025-09,West Bengal,Alipurduar,51
2025-09,West Bengal,Bankura,432
2025-09,West Bengal,Barddhaman,653
2025-09,West Bengal,Bardhaman,80
2025-09,West Bengal,Birbhum,445
2025-09,West Bengal,Cooch Behar,289
2025-09,West Bengal,Coochbehar,50
2025-09,West Bengal,Dakshin Dinajpur,162
2025-09,West Bengal,Darjeeling,146
2025-09,West Bengal,Darjiling,27
2025-09,West Bengal,Dinajpur Uttar,71
2025-09,West Bengal,East Midnapore,60
2025-09,West Bengal,Haora,101
2025-09,West Bengal,Hooghly,476
2025-09,West Bengal,Howrah,390
2025-09,West Bengal,Hugli,11
2025-09,West Bengal,Jalpaiguri,291
2025-09,West Bengal,Jhargram,32
2025-09,West Bengal,Kalimpong,7
2025-09,West Bengal,Koch Bihar,110
2025-09,West Bengal,Kolkata,298
2025-09,West Bengal,Malda,409
2025-09,West Bengal,Maldah,44
2025-09,West Bengal,Murshidabad,1250
2025-09,West Bengal,Nadia,469
2025-09,West Bengal,North 24 Parganas,863
2025-09,West Bengal,North Dinajpur,16
2025-09,West Bengal,North Twenty Four Parganas,47
2025-09,West Bengal,Paschim Bardhaman,53
2025-09,West Bengal,Paschim Medinipur,618
2025-09,West Bengal,Purba Bardhaman,102
2025-09,West Bengal,Purba Medinipur,519
2025-09,West Bengal,Purulia,33
2025-09,West Bengal,Puruliya,579
2025-09,West Bengal,South 24 Parganas,984
2025-09,West Bengal,South Dinajpur,11
2025-09,West Bengal,South Twenty Four Parganas,132
2025-09,West Bengal,Uttar Dinajpur,676
2025-09,West Bengal,West Midnapore,86
2025-09,West bengal,hooghly,1
2025-09,andhra pradesh,rangareddi,1
2025-10,Andaman and Nicobar Islands,Nicobar,7
2025-10,Andaman and Nicobar Islands,North And Middle Andaman,6
2025-10,Andaman and Nicobar Islands,South Andaman,5
2025-10,Andhra Pradesh,Adilabad,56
2025-10,Andhra Pradesh,Alluri Sitharama Raju,37
2025-10,Andhra Pradesh,Anakapalli,14
2025-10,Andhra Pradesh,Anantapur,96
2025-10,Andhra Pradesh,Ananthapur,42
2025-10,Andhra Pradesh,Ananthapuramu,73
2025-10,Andhra Pradesh,Annamayya,34
2025-10,Andhra Pradesh,Bapatla,14
2025-10,Andhra Pradesh,Chittoor,267
2025-10,Andhra Pradesh,Cuddapah,175
2025-10,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,24
2025-10,Andhra Pradesh,East Godavari,258
2025-10,Andhra Pradesh,Eluru,28
2025-10,Andhra Pradesh,Guntur,314
2025-10,Andhra Pradesh,Hyderabad,162
2025-10,Andhra Pradesh,K.V.Rangareddy,1
2025-10,Andhra Pradesh,Kakinada,35
2025-10,Andhra Pradesh,Karim Nagar,1
2025-10,Andhra Pradesh,Karimnagar,25
2025-10,Andhra Pradesh,Khammam,47
2025-10,Andhra Pradesh,Krishna,211
2025-10,Andhra Pradesh,Kurnool,303
2025-10,Andhra Pradesh,Mahabub Nagar,59
2025-10,Andhra Pradesh,Mahbubnagar,33
2025-10,Andhra Pradesh,Medak,48
2025-10,Andhra Pradesh,N. T. R,21
2025-10,Andhra Pradesh,Nalgonda,39
2025-10,Andhra Pradesh,Nandyal,26
2025-10,Andhra Pradesh,Nellore,137
2025-10,Andhra Pradesh,Nizamabad,14
2025-10,Andhra Pradesh,Palnadu,25
2025-10,Andhra Pradesh,Parvathipuram Manyam,18
2025-10,Andhra Pradesh,Prakasam,232
2025-10,Andhra Pradesh,Rangareddi,58
2025-10,Andhra Pradesh,Sri Potti Sriramulu Nellore,44
2025-10,Andhra Pradesh,Sri Sathya Sai,24
2025-10,Andhra Pradesh,Srikakulam,119
2025-10,Andhra Pradesh,Tirupati,51
2025-10,Andhra Pradesh,Visakhapatnam,233
2025-10,Andhra Pradesh,Vizianagaram,115
2025-10,Andhra Pradesh,Warangal,39
2025-10,Andhra Pradesh,West Godavari,149
2025-10,Andhra Pradesh,Y. S. R,24
2025-10,Arunachal Pradesh,Changlang,11
2025-10,Arunachal Pradesh,East Kameng,1
2025-10,Arunachal Pradesh,East Siang,3
2025-10,Arunachal Pradesh,Kra Daadi,3
2025-10,Arunachal Pradesh,Lohit,2
2025-10,Arunachal Pradesh,Longding,23
2025-10,Arunachal Pradesh,Lower Dibang Valley,6
2025-10,Arunachal Pradesh,Lower Siang,2
2025-10,Arunachal Pradesh,Lower Subansiri,2
2025-10,Arunachal Pradesh,Namsai,2
2025-10,Arunachal Pradesh,Papum Pare,15
2025-10,Arunachal Pradesh,Shi-yomi,1
2025-10,Arunachal Pradesh,Siang,1
2025-10,Arunachal Pradesh,Tawang,2
2025-10,Arunachal Pradesh,Tirap,3
2025-10,Arunachal Pradesh,Upper Siang,6
2025-10,Arunachal Pradesh,Upper Subansiri,6
2025-10,Arunachal Pradesh,West Kameng,3
2025-10,Arunachal Pradesh,West Siang,3
2025-10,Assam,Bajali,1
2025-10,Assam,Baksa,50
2025-10,Assam,Barpeta,236
2025-10,Assam,Biswanath,31
2025-10,Assam,Bongaigaon,75
2025-10,Assam,Cachar,265
2025-10,Assam,Charaideo,28
2025-10,Assam,Chirang,51
2025-10,Assam,Darrang,173
2025-10,Assam,Dhemaji,135
2025-10,Assam,Dhubri,291
2025-10,Assam,Dibrugarh,94
2025-10,Assam,Goalpara,178
2025-10,Assam,Golaghat,95
2025-10,Assam,Hailakandi,116
2025-10,Assam,Hojai,111
2025-10,Assam,Jorhat,82
2025-10,Assam,Kamrup,200
2025-10,Assam,Kamrup Metro,159
2025-10,Assam,Karbi Anglong,182
2025-10,Assam,Karimganj,365
2025-10,Assam,Kokrajhar,69
2025-10,Assam,Lakhimpur,119
2025-10,Assam,Majuli,19
2025-10,Assam,Marigaon,165
2025-10,Assam,Nagaon,373
2025-10,Assam,Nalbari,81
2025-10,Assam,North Cachar Hills,32
2025-10,Assam,Sibsagar,59
2025-10,Assam,Sonitpur,223
2025-10,Assam,South Salmara Mankachar,38
2025-10,Assam,Sribhumi,1
2025-10,Assam,Tinsukia,133
2025-10,Assam,Udalguri,80
2025-10,Assam,West Karbi Anglong,17
2025-10,Bihar,Araria,404
2025-10,Bihar,Arwal,102
2025-10,Bihar,Aurangabad,291
2025-10,Bihar,Aurangabad(bh),2
2025-10,Bihar,Banka,345
2025-10,Bihar,Begusarai,369
2025-10,Bihar,Bhabua,1
2025-10,Bihar,Bhagalpur,394
2025-10,Bihar,Bhojpur,383
2025-10,Bihar,Buxar,189
2025-10,Bihar,Darbhanga,663
2025-10,Bihar,East Champaran,762
2025-10,Bihar,Gaya,534
2025-10,Bihar,Gopalganj,322
2025-10,Bihar,Jamui,242
2025-10,Bihar,Jehanabad,134
2025-10,Bihar,Kaimur (Bhabua),162
2025-10,Bihar,Katihar,481
2025-10,Bihar,Khagaria,201
2025-10,Bihar,Kishanganj,236
2025-10,Bihar,Lakhisarai,140
2025-10,Bihar,Madhepura,283
2025-10,Bihar,Madhubani,588
2025-10,Bihar,Munger,195
2025-10,Bihar,Muzaffarpur,516
2025-10,Bihar,Nalanda,343
2025-10,Bihar,Nawada,347
2025-10,Bihar,Pashchim Champaran,1
2025-10,Bihar,Patna,481
2025-10,Bihar,Purba Champaran,4
2025-10,Bihar,Purnea,18
2025-10,Bihar,Purnia,454
2025-10,Bihar,Rohtas,252
2025-10,Bihar,Saharsa,300
2025-10,Bihar,Samastipur,548
2025-10,Bihar,Samstipur,4
2025-10,Bihar,Saran,598
2025-10,Bihar,Sheikhpura,122
2025-10,Bihar,Sheikpura,3
2025-10,Bihar,Sheohar,107
2025-10,Bihar,Sitamarhi,456
2025-10,Bihar,Siwan,405
2025-10,Bihar,Supaul,274
2025-10,Bihar,Vaishali,560
2025-10,Bihar,West Champaran,600
2025-10,Chandigarh,Chandigarh,104
2025-10,Chhattisgarh,Balod,58
2025-10,Chhattisgarh,Baloda Bazar,130
2025-10,Chhattisgarh,Balrampur,172
2025-10,Chhattisgarh,Bastar,141
2025-10,Chhattisgarh,Bemetara,100
2025-10,Chhattisgarh,Bijapur,63
2025-10,Chhattisgarh,Bilaspur,256
2025-10,Chhattisgarh,Dakshin Bastar Dantewada,7
2025-10,Chhattisgarh,Dantewada,22
2025-10,Chhattisgarh,Dhamtari,74
2025-10,Chhattisgarh,Durg,111
2025-10,Chhattisgarh,Gariyaband,48
2025-10,Chhattisgarh,Gaurela-pendra-marwahi,3
2025-10,Chhattisgarh,Janjgir - Champa,1
2025-10,Chhattisgarh,Janjgir-champa,157
2025-10,Chhattisgarh,Jashpur,55
2025-10,Chhattisgarh,Kabeerdham,27
2025-10,Chhattisgarh,Kanker,43
2025-10,Chhattisgarh,Kawardha,65
2025-10,Chhattisgarh,Khairagarh Chhuikhadan Gandai,6
2025-10,Chhattisgarh,Kondagaon,90
2025-10,Chhattisgarh,Korba,133
2025-10,Chhattisgarh,Koriya,40
2025-10,Chhattisgarh,Mahasamund,126
2025-10,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2
2025-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,10
2025-10,Chhattisgarh,Mungeli,90
2025-10,Chhattisgarh,Narayanpur,23
2025-10,Chhattisgarh,Raigarh,104
2025-10,Chhattisgarh,Raipur,247
2025-10,Chhattisgarh,Rajnandgaon,120
2025-10,Chhattisgarh,Sakti,19
2025-10,Chhattisgarh,Sarangarh-Bilaigarh,3
2025-10,Chhattisgarh,Sukma,24
2025-10,Chhattisgarh,Surajpur,108
2025-10,Chhattisgarh,Surguja,99
2025-10,Chhattisgarh,Uttar Bastar Kanker,19
2025-10,Dadra & Nagar Haveli,Dadra & Nagar Haveli,2
2025-10,Dadra and Nagar Haveli,Dadra and Nagar Haveli,24
2025-10,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,4
2025-10,Dadra and Nagar Haveli and Daman and Diu,Daman,4
2025-10,Daman and Diu,Diu,1
2025-10,Delhi,Central Delhi,67
2025-10,Delhi,East Delhi,189
2025-10,Delhi,Najafgarh,1
2025-10,Delhi,New Delhi,7
2025-10,Delhi,North Delhi,92
2025-10,Delhi,North East,43
2025-10,Delhi,North East Delhi,208
2025-10,Delhi,North West Delhi,409
2025-10,Delhi,Shahdara,17
2025-10,Delhi,South Delhi,333
2025-10,Delhi,South East Delhi,1
2025-10,Delhi,South West Delhi,216
2025-10,Delhi,West Delhi,250
2025-10,Goa,North Goa,45
2025-10,Goa,South Goa,25
2025-10,Gujarat,Ahmadabad,33
2025-10,Gujarat,Ahmedabad,568
2025-10,Gujarat,Amreli,109
2025-10,Gujarat,Anand,161
2025-10,Gujarat,Arvalli,42
2025-10,Gujarat,Banas Kantha,9
2025-10,Gujarat,Banaskantha,279
2025-10,Gujarat,Bharuch,122
2025-10,Gujarat,Bhavnagar,256
2025-10,Gujarat,Botad,33
2025-10,Gujarat,Chhotaudepur,82
2025-10,Gujarat,Dahod,234
2025-10,Gujarat,Devbhumi Dwarka,31
2025-10,Gujarat,Dohad,47
2025-10,Gujarat,Gandhinagar,119
2025-10,Gujarat,Gir Somnath,94
2025-10,Gujarat,Jamnagar,136
2025-10,Gujarat,Junagadh,200
2025-10,Gujarat,Kachchh,145
2025-10,Gujarat,Kheda,251
2025-10,Gujarat,Mahesana,162
2025-10,Gujarat,Mahisagar,55
2025-10,Gujarat,Morbi,92
2025-10,Gujarat,Narmada,52
2025-10,Gujarat,Navsari,66
2025-10,Gujarat,Panch Mahals,1
2025-10,Gujarat,Panchmahals,178
2025-10,Gujarat,Patan,139
2025-10,Gujarat,Porbandar,28
2025-10,Gujarat,Rajkot,271
2025-10,Gujarat,Sabar Kantha,5
2025-10,Gujarat,Sabarkantha,178
2025-10,Gujarat,Surat,638
2025-10,Gujarat,Surendra Nagar,205
2025-10,Gujarat,Surendranagar,9
2025-10,Gujarat,Tapi,119
2025-10,Gujarat,The Dangs,39
2025-10,Gujarat,Vadodara,333
2025-10,Gujarat,Valsad,168
2025-10,Haryana,Ambala,93
2025-10,Haryana,Bhiwani,98
2025-10,Haryana,Charkhi Dadri,34
2025-10,Haryana,Faridabad,260
2025-10,Haryana,Fatehabad,93
2025-10,Haryana,Gurgaon,235
2025-10,Haryana,Hisar,163
2025-10,Haryana,Jhajjar,87
2025-10,Haryana,Jind,129
2025-10,Haryana,Kaithal,94
2025-10,Haryana,Karnal,144
2025-10,Haryana,Kurukshetra,77
2025-10,Haryana,Mahendragarh,80
2025-10,Haryana,Mewat,170
2025-10,Haryana,Palwal,138
2025-10,Haryana,Panchkula,43
2025-10,Haryana,Panipat,119
2025-10,Haryana,Rewari,100
2025-10,Haryana,Rohtak,89
2025-10,Haryana,Sirsa,130
2025-10,Haryana,Sonipat,131
2025-10,Haryana,Yamuna Nagar,125
2025-10,Haryana,Yamunanagar,2
2025-10,Himachal Pradesh,Bilaspur,34
2025-10,Himachal Pradesh,Chamba,70
2025-10,Himachal Pradesh,Hamirpur,43
2025-10,Himachal Pradesh,Kangra,149
2025-10,Himachal Pradesh,Kinnaur,4
2025-10,Himachal Pradesh,Kullu,30
2025-10,Himachal Pradesh,Lahul & Spiti,1
2025-10,Himachal Pradesh,Lahul and Spiti,3
2025-10,Himachal Pradesh,Mandi,101
2025-10,Himachal Pradesh,Shimla,50
2025-10,Himachal Pradesh,Sirmaur,50
2025-10,Himachal Pradesh,Solan,42
2025-10,Himachal Pradesh,Una,36
2025-10,Jammu & Kashmir,Anantnag,1
2025-10,Jammu & Kashmir,Baramula,1
2025-10,Jammu & Kashmir,Jammu,4
2025-10,Jammu and Kashmir,Anantnag,119
2025-10,Jammu and Kashmir,Badgam,62
2025-10,Jammu and Kashmir,Bandipore,64
2025-10,Jammu and Kashmir,Baramula,109
2025-10,Jammu and Kashmir,Budgam,25
2025-10,Jammu and Kashmir,Doda,68
2025-10,Jammu and Kashmir,Ganderbal,26
2025-10,Jammu and Kashmir,Jammu,159
2025-10,Jammu and Kashmir,Kargil,18
2025-10,Jammu and Kashmir,Kathua,96
2025-10,Jammu and Kashmir,Kishtwar,29
2025-10,Jammu and Kashmir,Kulgam,29
2025-10,Jammu and Kashmir,Kupwara,95
2025-10,Jammu and Kashmir,Leh,11
2025-10,Jammu and Kashmir,Pulwama,74
2025-10,Jammu and Kashmir,Punch,76
2025-10,Jammu and Kashmir,Rajouri,96
2025-10,Jammu and Kashmir,Ramban,56
2025-10,Jammu and Kashmir,Reasi,51
2025-10,Jammu and Kashmir,Samba,22
2025-10,Jammu and Kashmir,Shupiyan,25
2025-10,Jammu and Kashmir,Srinagar,111
2025-10,Jammu and Kashmir,Udhampur,70
2025-10,Jharkhand,Bokaro,229
2025-10,Jharkhand,Chatra,207
2025-10,Jharkhand,Deoghar,371
2025-10,Jharkhand,Dhanbad,310
2025-10,Jharkhand,Dumka,235
2025-10,Jharkhand,East Singhbhum,215
2025-10,Jharkhand,Garhwa,291
2025-10,Jharkhand,Garhwa *,14
2025-10,Jharkhand,Giridih,473
2025-10,Jharkhand,Godda,247
2025-10,Jharkhand,Gumla,214
2025-10,Jharkhand,Hazaribag,29
2025-10,Jharkhand,Hazaribagh,198
2025-10,Jharkhand,Jamtara,127
2025-10,Jharkhand,Khunti,76
2025-10,Jharkhand,Kodarma,15
2025-10,Jharkhand,Koderma,139
2025-10,Jharkhand,Latehar,120
2025-10,Jharkhand,Lohardaga,59
2025-10,Jharkhand,Pakaur,17
2025-10,Jharkhand,Pakur,137
2025-10,Jharkhand,Palamau,8
2025-10,Jharkhand,Palamu,330
2025-10,Jharkhand,Pashchimi Singhbhum,37
2025-10,Jharkhand,Purbi Singhbhum,25
2025-10,Jharkhand,Ramgarh,102
2025-10,Jharkhand,Ranchi,512
2025-10,Jharkhand,Sahebganj,320
2025-10,Jharkhand,Sahibganj,12
2025-10,Jharkhand,Seraikela-Kharsawan,139
2025-10,Jharkhand,Seraikela-kharsawan,36
2025-10,Jharkhand,Simdega,79
2025-10,Jharkhand,West Singhbhum,228
2025-10,Karnataka,Bagalkot,259
2025-10,Karnataka,Bagalkot *,7
2025-10,Karnataka,Ballari,117
2025-10,Karnataka,Bangalore,257
2025-10,Karnataka,Bangalore Rural,86
2025-10,Karnataka,Belagavi,367
2025-10,Karnataka,Belgaum,248
2025-10,Karnataka,Bellary,135
2025-10,Karnataka,Bengaluru,656
2025-10,Karnataka,Bengaluru South,6
2025-10,Karnataka,Bidar,167
2025-10,Karnataka,Bijapur,188
2025-10,Karnataka,Chamarajanagar,5
2025-10,Karnataka,Chamrajanagar,89
2025-10,Karnataka,Chamrajnagar,17
2025-10,Karnataka,Chickmagalur,38
2025-10,Karnataka,Chikkaballapur,90
2025-10,Karnataka,Chikkamagaluru,36
2025-10,Karnataka,Chikmagalur,1
2025-10,Karnataka,Chitradurga,122
2025-10,Karnataka,Dakshina Kannada,225
2025-10,Karnataka,Davanagere,12
2025-10,Karnataka,Davangere,126
2025-10,Karnataka,Dharwad,201
2025-10,Karnataka,Gadag,217
2025-10,Karnataka,Gadag *,6
2025-10,Karnataka,Gulbarga,161
2025-10,Karnataka,Hasan,33
2025-10,Karnataka,Hassan,77
2025-10,Karnataka,Haveri,153
2025-10,Karnataka,Haveri *,4
2025-10,Karnataka,Kalaburagi,145
2025-10,Karnataka,Kodagu,50
2025-10,Karnataka,Kolar,103
2025-10,Karnataka,Koppal,160
2025-10,Karnataka,Mandya,129
2025-10,Karnataka,Mysore,88
2025-10,Karnataka,Mysuru,116
2025-10,Karnataka,Raichur,299
2025-10,Karnataka,Ramanagar,112
2025-10,Karnataka,Shimoga,82
2025-10,Karnataka,Shivamogga,71
2025-10,Karnataka,Tumakuru,86
2025-10,Karnataka,Tumkur,98
2025-10,Karnataka,Udupi,102
2025-10,Karnataka,Uttara Kannada,110
2025-10,Karnataka,Vijayanagara,75
2025-10,Karnataka,Vijayapura,218
2025-10,Karnataka,Yadgir,163
2025-10,Karnataka,yadgir,30
2025-10,Kerala,Alappuzha,124
2025-10,Kerala,Ernakulam,192
2025-10,Kerala,Idukki,48
2025-10,Kerala,Kannur,186
2025-10,Kerala,Kasaragod,124
2025-10,Kerala,Kasargod,10
2025-10,Kerala,Kollam,175
2025-10,Kerala,Kottayam,89
2025-10,Kerala,Kozhikode,207
2025-10,Kerala,Malappuram,486
2025-10,Kerala,Palakkad,189
2025-10,Kerala,Pathanamthitta,51
2025-10,Kerala,Thiruvananthapuram,185
2025-10,Kerala,Thrissur,175
2025-10,Kerala,Wayanad,52
2025-10,Ladakh,Kargil,29
2025-10,Ladakh,Leh,6
2025-10,Lakshadweep,Lakshadweep,10
2025-10,Madhya Pradesh,Agar Malwa,107
2025-10,Madhya Pradesh,Alirajpur,122
2025-10,Madhya Pradesh,Anuppur,112
2025-10,Madhya Pradesh,Ashok Nagar,285
2025-10,Madhya Pradesh,Balaghat,239
2025-10,Madhya Pradesh,Barwani,345
2025-10,Madhya Pradesh,Betul,280
2025-10,Madhya Pradesh,Bhind,289
2025-10,Madhya Pradesh,Bhopal,437
2025-10,Madhya Pradesh,Burhanpur,120
2025-10,Madhya Pradesh,Chhatarpur,430
2025-10,Madhya Pradesh,Chhindwara,328
2025-10,Madhya Pradesh,Damoh,234
2025-10,Madhya Pradesh,Datia,238
2025-10,Madhya Pradesh,Dewas,320
2025-10,Madhya Pradesh,Dhar,344
2025-10,Madhya Pradesh,Dindori,55
2025-10,Madhya Pradesh,East Nimar,106
2025-10,Madhya Pradesh,Guna,308
2025-10,Madhya Pradesh,Gwalior,397
2025-10,Madhya Pradesh,Harda,93
2025-10,Madhya Pradesh,Harda *,17
2025-10,Madhya Pradesh,Hoshangabad,190
2025-10,Madhya Pradesh,Indore,524
2025-10,Madhya Pradesh,Jabalpur,345
2025-10,Madhya Pradesh,Jhabua,362
2025-10,Madhya Pradesh,Katni,364
2025-10,Madhya Pradesh,Khandwa,105
2025-10,Madhya Pradesh,Khargone,307
2025-10,Madhya Pradesh,Maihar,17
2025-10,Madhya Pradesh,Mandla,162
2025-10,Madhya Pradesh,Mandsaur,322
2025-10,Madhya Pradesh,Mauganj,4
2025-10,Madhya Pradesh,Morena,429
2025-10,Madhya Pradesh,Narmadapuram,22
2025-10,Madhya Pradesh,Narsimhapur,54
2025-10,Madhya Pradesh,Narsinghpur,196
2025-10,Madhya Pradesh,Neemuch,241
2025-10,Madhya Pradesh,Niwari,5
2025-10,Madhya Pradesh,Pandhurna,3
2025-10,Madhya Pradesh,Panna,297
2025-10,Madhya Pradesh,Raisen,209
2025-10,Madhya Pradesh,Rajgarh,257
2025-10,Madhya Pradesh,Ratlam,389
2025-10,Madhya Pradesh,Rewa,392
2025-10,Madhya Pradesh,Sagar,406
2025-10,Madhya Pradesh,Satna,412
2025-10,Madhya Pradesh,Sehore,131
2025-10,Madhya Pradesh,Seoni,247
2025-10,Madhya Pradesh,Shahdol,177
2025-10,Madhya Pradesh,Shajapur,315
2025-10,Madhya Pradesh,Sheopur,136
2025-10,Madhya Pradesh,Shivpuri,338
2025-10,Madhya Pradesh,Sidhi,181
2025-10,Madhya Pradesh,Singrauli,183
2025-10,Madhya Pradesh,Tikamgarh,248
2025-10,Madhya Pradesh,Ujjain,627
2025-10,Madhya Pradesh,Umaria,189
2025-10,Madhya Pradesh,Vidisha,334
2025-10,Madhya Pradesh,West Nimar,18
2025-10,Maharashtra,Ahmadnagar,313
2025-10,Maharashtra,Ahmed Nagar,5
2025-10,Maharashtra,Akola,129
2025-10,Maharashtra,Amravati,213
2025-10,Maharashtra,Aurangabad,496
2025-10,Maharashtra,Beed,239
2025-10,Maharashtra,Bhandara,72
2025-10,Maharashtra,Bid,22
2025-10,Maharashtra,Buldana,36
2025-10,Maharashtra,Buldhana,196
2025-10,Maharashtra,Chandrapur,122
2025-10,Maharashtra,Chatrapati Sambhaji Nagar,5
2025-10,Maharashtra,Chhatrapati Sambhajinagar,34
2025-10,Maharashtra,Dharashiv,3
2025-10,Maharashtra,Dhule,279
2025-10,Maharashtra,Gadchiroli,94
2025-10,Maharashtra,Gondia,2
2025-10,Maharashtra,Gondiya,88
2025-10,Maharashtra,Gondiya *,3
2025-10,Maharashtra,Hingoli,140
2025-10,Maharashtra,Jalgaon,447
2025-10,Maharashtra,Jalna,227
2025-10,Maharashtra,Kolhapur,276
2025-10,Maharashtra,Latur,260
2025-10,Maharashtra,Mumbai,496
2025-10,Maharashtra,Mumbai City,90
2025-10,Maharashtra,Mumbai Suburban,366
2025-10,Maharashtra,Mumbai( Sub Urban ),22
2025-10,Maharashtra,Nagpur,401
2025-10,Maharashtra,Nanded,273
2025-10,Maharashtra,Nandurbar,258
2025-10,Maharashtra,Nandurbar *,3
2025-10,Maharashtra,Nashik,605
2025-10,Maharashtra,Osmanabad,117
2025-10,Maharashtra,Palghar,318
2025-10,Maharashtra,Parbhani,206
2025-10,Maharashtra,Pune,884
2025-10,Maharashtra,Raigad,64
2025-10,Maharashtra,Raigarh,181
2025-10,Maharashtra,Raigarh(MH),4
2025-10,Maharashtra,Ratnagiri,108
2025-10,Maharashtra,Sangli,206
2025-10,Maharashtra,Satara,156
2025-10,Maharashtra,Sindhudurg,40
2025-10,Maharashtra,Solapur,336
2025-10,Maharashtra,Thane,994
2025-10,Maharashtra,Wardha,77
2025-10,Maharashtra,Washim,94
2025-10,Maharashtra,Yavatmal,209
2025-10,Manipur,Bishnupur,34
2025-10,Manipur,Chandel,23
2025-10,Manipur,Churachandpur,74
2025-10,Manipur,Imphal East,43
2025-10,Manipur,Imphal West,37
2025-10,Manipur,Jiribam,8
2025-10,Manipur,Kakching,3
2025-10,Manipur,Pherzawl,1
2025-10,Manipur,Senapati,45
2025-10,Manipur,Tamenglong,22
2025-10,Manipur,Thoubal,39
2025-10,Manipur,Ukhrul,50
2025-10,Meghalaya,East Garo Hills,35
2025-10,Meghalaya,East Jaintia Hills,78
2025-10,Meghalaya,East Khasi Hills,238
2025-10,Meghalaya,Eastern West Khasi Hills,5
