year_month,state,district,demographic_total
2025-09,Rajasthan,Sawai Madhopur,820
2025-09,Rajasthan,Sikar,1246
2025-09,Rajasthan,Sirohi,669
2025-09,Rajasthan,Tonk,774
2025-09,Rajasthan,Udaipur,1573
2025-09,Sikkim,East,201
2025-09,Sikkim,East Sikkim,74
2025-09,Sikkim,Mangan,3
2025-09,Sikkim,Namchi,6
2025-09,Sikkim,North,7
2025-09,Sikkim,North Sikkim,2
2025-09,Sikkim,South,121
2025-09,Sikkim,South Sikkim,51
2025-09,Sikkim,West,85
2025-09,Sikkim,West Sikkim,43
2025-09,Tamil Nadu,Ariyalur,365
2025-09,Tamil Nadu,Chengalpattu,212
2025-09,Tamil Nadu,Chennai,2557
2025-09,Tamil Nadu,Coimbatore,1946
2025-09,Tamil Nadu,Cuddalore,1481
2025-09,Tamil Nadu,Dharmapuri,651
2025-09,Tamil Nadu,Dindigul,910
2025-09,Tamil Nadu,Erode,1137
2025-09,Tamil Nadu,Kallakurichi,182
2025-09,Tamil Nadu,Kancheepuram,2024
2025-09,Tamil Nadu,Kanniyakumari,625
2025-09,Tamil Nadu,Kanyakumari,360
2025-09,Tamil Nadu,Karur,486
2025-09,Tamil Nadu,Krishnagiri,650
2025-09,Tamil Nadu,Madurai,1850
2025-09,Tamil Nadu,Mayiladuthurai,96
2025-09,Tamil Nadu,Nagapattinam,930
2025-09,Tamil Nadu,Namakkal,889
2025-09,Tamil Nadu,Perambalur,249
2025-09,Tamil Nadu,Pudukkottai,844
2025-09,Tamil Nadu,Ramanathapuram,794
2025-09,Tamil Nadu,Ranipet,41
2025-09,Tamil Nadu,Salem,1881
2025-09,Tamil Nadu,Sivaganga,701
2025-09,Tamil Nadu,Tenkasi,159
2025-09,Tamil Nadu,Thanjavur,1525
2025-09,Tamil Nadu,The Nilgiris,317
2025-09,Tamil Nadu,Theni,689
2025-09,Tamil Nadu,Thiruvallur,35
2025-09,Tamil Nadu,Thiruvarur,772
2025-09,Tamil Nadu,Thoothukkudi,1042
2025-09,Tamil Nadu,Tiruchirappalli,1450
2025-09,Tamil Nadu,Tirunelveli,1443
2025-09,Tamil Nadu,Tirupattur,181
2025-09,Tamil Nadu,Tiruppur,1396
2025-09,Tamil Nadu,Tiruvallur,2119
2025-09,Tamil Nadu,Tiruvannamalai,1428
2025-09,Tamil Nadu,Vellore,2199
2025-09,Tamil Nadu,Villupuram,963
2025-09,Tamil Nadu,Viluppuram,847
2025-09,Tamil Nadu,Virudhunagar,1104
2025-09,Telangana,Adilabad,866
2025-09,Telangana,Bhadradri Kothagudem,794
2025-09,Telangana,Hanumakonda,486
2025-09,Telangana,Hyderabad,3443
2025-09,Telangana,Jagitial,415
2025-09,Telangana,Jangaon,25
2025-09,Telangana,Jangoan,543
2025-09,Telangana,Jayashankar Bhupalpally,373
2025-09,Telangana,Jogulamba Gadwal,476
2025-09,Telangana,K.v. Rangareddy,3740
2025-09,Telangana,Kamareddy,770
2025-09,Telangana,Karimnagar,1750
2025-09,Telangana,Khammam,1637
2025-09,Telangana,Komaram Bheem,625
2025-09,Telangana,Mahabubabad,664
2025-09,Telangana,Mahabubnagar,2323
2025-09,Telangana,Mancherial,719
2025-09,Telangana,Medak,1296
2025-09,Telangana,Medchal-malkajgiri,1906
2025-09,Telangana,Medchal−malkajgiri,51
2025-09,Telangana,Mulugu,264
2025-09,Telangana,Nagarkurnool,711
2025-09,Telangana,Nalgonda,1851
2025-09,Telangana,Narayanpet,656
2025-09,Telangana,Nirmal,644
2025-09,Telangana,Nizamabad,1354
2025-09,Telangana,Peddapalli,255
2025-09,Telangana,Rajanna Sircilla,327
2025-09,Telangana,Rangareddy,94
2025-09,Telangana,Sangareddy,891
2025-09,Telangana,Siddipet,1153
2025-09,Telangana,Suryapet,1410
2025-09,Telangana,Vikarabad,1778
2025-09,Telangana,Wanaparthy,471
2025-09,Telangana,Warangal,685
2025-09,Telangana,Warangal (urban),6
2025-09,Telangana,Warangal Rural,486
2025-09,Telangana,Warangal Urban,270
2025-09,Telangana,Yadadri.,983
2025-09,Tripura,Dhalai,336
2025-09,Tripura,Dhalai  *,14
2025-09,Tripura,Gomati,104
2025-09,Tripura,Khowai,84
2025-09,Tripura,North Tripura,360
2025-09,Tripura,Sepahijala,518
2025-09,Tripura,South Tripura,676
2025-09,Tripura,Unakoti,101
2025-09,Tripura,West Tripura,910
2025-09,Uttar Pradesh,Agra,3852
2025-09,Uttar Pradesh,Aligarh,2797
2025-09,Uttar Pradesh,Allahabad,4367
2025-09,Uttar Pradesh,Ambedkar Nagar,1748
2025-09,Uttar Pradesh,Amethi,2108
2025-09,Uttar Pradesh,Amroha,1716
2025-09,Uttar Pradesh,Auraiya,1274
2025-09,Uttar Pradesh,Ayodhya,459
2025-09,Uttar Pradesh,Azamgarh,4188
2025-09,Uttar Pradesh,Baghpat,1564
2025-09,Uttar Pradesh,Bahraich,3920
2025-09,Uttar Pradesh,Ballia,2408
2025-09,Uttar Pradesh,Balrampur,1633
2025-09,Uttar Pradesh,Banda,1813
2025-09,Uttar Pradesh,Bara Banki,2473
2025-09,Uttar Pradesh,Barabanki,155
2025-09,Uttar Pradesh,Bareilly,4759
2025-09,Uttar Pradesh,Basti,2434
2025-09,Uttar Pradesh,Bhadohi,209
2025-09,Uttar Pradesh,Bijnor,4078
2025-09,Uttar Pradesh,Budaun,3790
2025-09,Uttar Pradesh,Bulandshahar,28
2025-09,Uttar Pradesh,Bulandshahr,3284
2025-09,Uttar Pradesh,Chandauli,2734
2025-09,Uttar Pradesh,Chitrakoot,699
2025-09,Uttar Pradesh,Deoria,3026
2025-09,Uttar Pradesh,Etah,1566
2025-09,Uttar Pradesh,Etawah,1921
2025-09,Uttar Pradesh,Faizabad,1936
2025-09,Uttar Pradesh,Farrukhabad,1594
2025-09,Uttar Pradesh,Fatehpur,1494
2025-09,Uttar Pradesh,Firozabad,2172
2025-09,Uttar Pradesh,Gautam Buddha Nagar,1289
2025-09,Uttar Pradesh,Ghaziabad,2730
2025-09,Uttar Pradesh,Ghazipur,2982
2025-09,Uttar Pradesh,Gonda,2246
2025-09,Uttar Pradesh,Gorakhpur,3905
2025-09,Uttar Pradesh,Hamirpur,1013
2025-09,Uttar Pradesh,Hapur,978
2025-09,Uttar Pradesh,Hardoi,2675
2025-09,Uttar Pradesh,Hathras,1277
2025-09,Uttar Pradesh,Jalaun,1023
2025-09,Uttar Pradesh,Jaunpur,3559
2025-09,Uttar Pradesh,Jhansi,1601
2025-09,Uttar Pradesh,Jyotiba Phule Nagar,18
2025-09,Uttar Pradesh,Jyotiba Phule Nagar *,1
2025-09,Uttar Pradesh,Kannauj,1528
2025-09,Uttar Pradesh,Kanpur Dehat,1886
2025-09,Uttar Pradesh,Kanpur Nagar,2989
2025-09,Uttar Pradesh,Kasganj,982
2025-09,Uttar Pradesh,Kaushambi,1864
2025-09,Uttar Pradesh,Kheri,3570
2025-09,Uttar Pradesh,Kushinagar,2228
2025-09,Uttar Pradesh,Lalitpur,817
2025-09,Uttar Pradesh,Lucknow,3222
2025-09,Uttar Pradesh,Maharajganj,2471
2025-09,Uttar Pradesh,Mahoba,803
2025-09,Uttar Pradesh,Mainpuri,1264
2025-09,Uttar Pradesh,Mathura,1826
2025-09,Uttar Pradesh,Mau,1860
2025-09,Uttar Pradesh,Meerut,2024
2025-09,Uttar Pradesh,Mirzapur,1802
2025-09,Uttar Pradesh,Moradabad,3264
2025-09,Uttar Pradesh,Muzaffarnagar,2718
2025-09,Uttar Pradesh,Pilibhit,1575
2025-09,Uttar Pradesh,Pratapgarh,2374
2025-09,Uttar Pradesh,Prayagraj,637
2025-09,Uttar Pradesh,Rae Bareli,2257
2025-09,Uttar Pradesh,Rampur,2304
2025-09,Uttar Pradesh,Saharanpur,2837
2025-09,Uttar Pradesh,Sambhal,2231
2025-09,Uttar Pradesh,Sant Kabir Nagar,1343
2025-09,Uttar Pradesh,Sant Ravidas Nagar,1391
2025-09,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,15
2025-09,Uttar Pradesh,Shahjahanpur,2785
2025-09,Uttar Pradesh,Shamli,978
2025-09,Uttar Pradesh,Shrawasti,1037
2025-09,Uttar Pradesh,Siddharthnagar,2338
2025-09,Uttar Pradesh,Sitapur,3669
2025-09,Uttar Pradesh,Sonbhadra,1332
2025-09,Uttar Pradesh,Sultanpur,1885
2025-09,Uttar Pradesh,Unnao,2234
2025-09,Uttar Pradesh,Varanasi,2983
2025-09,Uttarakhand,Almora,358
2025-09,Uttarakhand,Bageshwar,107
2025-09,Uttarakhand,Chamoli,259
2025-09,Uttarakhand,Champawat,281
2025-09,Uttarakhand,Dehradun,1531
2025-09,Uttarakhand,Garhwal,13
2025-09,Uttarakhand,Hardwar,42
2025-09,Uttarakhand,Haridwar,1200
2025-09,Uttarakhand,Nainital,1296
2025-09,Uttarakhand,Pauri Garhwal,447
2025-09,Uttarakhand,Pithoragarh,377
2025-09,Uttarakhand,Rudraprayag,185
2025-09,Uttarakhand,Tehri Garhwal,626
2025-09,Uttarakhand,Udham Singh Nagar,1970
2025-09,Uttarakhand,Uttarkashi,263
2025-09,WEST BENGAL,HOOGHLY,2
2025-09,West  Bengal,Hooghly,2
2025-09,West Bangal,Hooghly,1
2025-09,West Bangal,Howrah,2
2025-09,West Bengal,Alipurduar,296
2025-09,West Bengal,Bankura,3338
2025-09,West Bengal,Barddhaman,5699
2025-09,West Bengal,Bardhaman,742
2025-09,West Bengal,Birbhum,3362
2025-09,West Bengal,Cooch Behar,2811
2025-09,West Bengal,Dakshin Dinajpur,2170
2025-09,West Bengal,Darjeeling,1115
2025-09,West Bengal,Darjiling,310
2025-09,West Bengal,East Midnapore,844
2025-09,West Bengal,HOWRAH,2
2025-09,West Bengal,Haora,1167
2025-09,West Bengal,Hooghly,4616
2025-09,West Bengal,Howrah,2743
2025-09,West Bengal,Hugli,46
2025-09,West Bengal,Jalpaiguri,5235
2025-09,West Bengal,Jhargram,201
2025-09,West Bengal,Kalimpong,89
2025-09,West Bengal,Koch Bihar,2021
2025-09,West Bengal,Kolkata,2160
2025-09,West Bengal,MALDA,3
2025-09,West Bengal,Malda,4390
2025-09,West Bengal,Maldah,779
2025-09,West Bengal,Medinipur,6
2025-09,West Bengal,Murshidabad,7691
2025-09,West Bengal,Nadia,5203
2025-09,West Bengal,North 24 Parganas,7220
2025-09,West Bengal,North Dinajpur,219
2025-09,West Bengal,North Twenty Four Parganas,530
2025-09,West Bengal,Paschim Bardhaman,427
2025-09,West Bengal,Paschim Medinipur,3662
2025-09,West Bengal,Purba Bardhaman,297
2025-09,West Bengal,Purba Medinipur,1744
2025-09,West Bengal,Purulia,95
2025-09,West Bengal,Puruliya,3342
2025-09,West Bengal,South 24 Pargana,1
2025-09,West Bengal,South 24 Parganas,6360
2025-09,West Bengal,South Dinajpur,102
2025-09,West Bengal,South Twenty Four Parganas,718
2025-09,West Bengal,Uttar Dinajpur,3701
2025-09,West Bengal,West Midnapore,651
2025-09,Westbengal,Hooghly,3
2025-09,andhra pradesh,rangareddi,1
2025-09,odisha,Gajapati,4
2025-10,Andaman & Nicobar Islands,Andamans,23
2025-10,Andaman & Nicobar Islands,South Andaman,17
2025-10,Andaman and Nicobar Islands,Nicobar,12
2025-10,Andaman and Nicobar Islands,North And Middle Andaman,41
2025-10,Andaman and Nicobar Islands,South Andaman,113
2025-10,Andhra Pradesh,Adilabad,650
2025-10,Andhra Pradesh,Alluri Sitharama Raju,169
2025-10,Andhra Pradesh,Anakapalli,185
2025-10,Andhra Pradesh,Anantapur,1100
2025-10,Andhra Pradesh,Ananthapur,487
2025-10,Andhra Pradesh,Ananthapuramu,573
2025-10,Andhra Pradesh,Annamayya,254
2025-10,Andhra Pradesh,Bapatla,138
2025-10,Andhra Pradesh,Chittoor,2071
2025-10,Andhra Pradesh,Cuddapah,1629
2025-10,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,168
2025-10,Andhra Pradesh,East Godavari,2360
2025-10,Andhra Pradesh,Eluru,178
2025-10,Andhra Pradesh,Guntur,2126
2025-10,Andhra Pradesh,Hyderabad,739
2025-10,Andhra Pradesh,K.V.Rangareddy,14
2025-10,Andhra Pradesh,K.v. Rangareddy,9
2025-10,Andhra Pradesh,Kakinada,400
2025-10,Andhra Pradesh,Karim Nagar,22
2025-10,Andhra Pradesh,Karimnagar,324
2025-10,Andhra Pradesh,Khammam,855
2025-10,Andhra Pradesh,Krishna,2248
2025-10,Andhra Pradesh,Kurnool,2352
2025-10,Andhra Pradesh,Mahabub Nagar,479
2025-10,Andhra Pradesh,Mahabubnagar,2
2025-10,Andhra Pradesh,Mahbubnagar,278
2025-10,Andhra Pradesh,Medak,363
2025-10,Andhra Pradesh,N. T. R,454
2025-10,Andhra Pradesh,Nalgonda,910
2025-10,Andhra Pradesh,Nandyal,303
2025-10,Andhra Pradesh,Nellore,1971
2025-10,Andhra Pradesh,Nizamabad,185
2025-10,Andhra Pradesh,Palnadu,303
2025-10,Andhra Pradesh,Parvathipuram Manyam,180
2025-10,Andhra Pradesh,Prakasam,3302
2025-10,Andhra Pradesh,Rangareddi,602
2025-10,Andhra Pradesh,Sri Potti Sriramulu Nellore,386
2025-10,Andhra Pradesh,Sri Sathya Sai,465
2025-10,Andhra Pradesh,Srikakulam,2080
2025-10,Andhra Pradesh,Tirupati,488
2025-10,Andhra Pradesh,Visakhapatnam,2989
2025-10,Andhra Pradesh,Vizianagaram,1733
2025-10,Andhra Pradesh,Warangal,1094
2025-10,Andhra Pradesh,West Godavari,2853
2025-10,Andhra Pradesh,Y. S. R,480
2025-10,Arunachal Pradesh,Anjaw,30
2025-10,Arunachal Pradesh,Changlang,141
2025-10,Arunachal Pradesh,Dibang Valley,6
2025-10,Arunachal Pradesh,East Kameng,83
2025-10,Arunachal Pradesh,East Siang,120
2025-10,Arunachal Pradesh,Kamle,2
2025-10,Arunachal Pradesh,Kra Daadi,22
2025-10,Arunachal Pradesh,Kurung Kumey,20
2025-10,Arunachal Pradesh,Lohit,49
2025-10,Arunachal Pradesh,Longding,92
2025-10,Arunachal Pradesh,Lower Dibang Valley,53
2025-10,Arunachal Pradesh,Lower Siang,9
2025-10,Arunachal Pradesh,Lower Subansiri,58
2025-10,Arunachal Pradesh,Namsai,56
2025-10,Arunachal Pradesh,Pakke Kessang,2
2025-10,Arunachal Pradesh,Papum Pare,71
2025-10,Arunachal Pradesh,Shi-yomi,25
2025-10,Arunachal Pradesh,Siang,16
2025-10,Arunachal Pradesh,Tawang,35
2025-10,Arunachal Pradesh,Tirap,20
2025-10,Arunachal Pradesh,Upper Siang,14
2025-10,Arunachal Pradesh,Upper Subansiri,33
2025-10,Arunachal Pradesh,West Kameng,62
2025-10,Arunachal Pradesh,West Siang,142
2025-10,Assam,Bajali,25
2025-10,Assam,Baksa,443
2025-10,Assam,Barpeta,1726
2025-10,Assam,Biswanath,222
2025-10,Assam,Bongaigaon,498
2025-10,Assam,Cachar,1967
2025-10,Assam,Charaideo,273
2025-10,Assam,Chirang,477
2025-10,Assam,Darrang,932
2025-10,Assam,Dhemaji,660
2025-10,Assam,Dhubri,2985
2025-10,Assam,Dibrugarh,851
2025-10,Assam,Dima Hasao,9
2025-10,Assam,Goalpara,1123
2025-10,Assam,Golaghat,961
2025-10,Assam,Hailakandi,727
2025-10,Assam,Hojai,834
2025-10,Assam,Jorhat,694
2025-10,Assam,Kamrup,1499
2025-10,Assam,Kamrup Metro,943
2025-10,Assam,Karbi Anglong,684
2025-10,Assam,Karimganj,1393
2025-10,Assam,Kokrajhar,979
2025-10,Assam,Lakhimpur,1068
2025-10,Assam,Majuli,112
2025-10,Assam,Marigaon,1806
2025-10,Assam,Nagaon,2801
2025-10,Assam,Nalbari,635
2025-10,Assam,North Cachar Hills,99
2025-10,Assam,Sibsagar,375
2025-10,Assam,Sonitpur,1259
2025-10,Assam,South Salmara Mankachar,521
2025-10,Assam,Sribhumi,162
2025-10,Assam,Tamulpur District,38
2025-10,Assam,Tinsukia,954
2025-10,Assam,Udalguri,628
2025-10,Assam,West Karbi Anglong,14
2025-10,Bihar,Araria,4711
2025-10,Bihar,Arwal,932
2025-10,Bihar,Aurangabad,3017
2025-10,Bihar,Aurangabad(BH),1
2025-10,Bihar,Aurangabad(bh),42
2025-10,Bihar,Banka,3354
2025-10,Bihar,Begusarai,4552
2025-10,Bihar,Bhabua,11
2025-10,Bihar,Bhagalpur,4528
2025-10,Bihar,Bhojpur,6150
2025-10,Bihar,Buxar,1992
2025-10,Bihar,Darbhanga,4726
2025-10,Bihar,East Champaran,8915
2025-10,Bihar,Gaya,6268
2025-10,Bihar,Gopalganj,3076
2025-10,Bihar,Jamui,2317
2025-10,Bihar,Jehanabad,1651
2025-10,Bihar,Kaimur (Bhabua),2127
2025-10,Bihar,Katihar,6011
2025-10,Bihar,Khagaria,2716
2025-10,Bihar,Kishanganj,7653
2025-10,Bihar,Lakhisarai,1860
2025-10,Bihar,Madhepura,3498
2025-10,Bihar,Madhubani,5928
2025-10,Bihar,Monghyr,15
2025-10,Bihar,Munger,1689
2025-10,Bihar,Muzaffarpur,7531
2025-10,Bihar,Nalanda,6440
2025-10,Bihar,Nawada,3376
2025-10,Bihar,Pashchim Champaran,59
2025-10,Bihar,Patna,8425
2025-10,Bihar,Purba Champaran,50
2025-10,Bihar,Purnea,118
2025-10,Bihar,Purnia,5095
2025-10,Bihar,Rohtas,4240
2025-10,Bihar,Saharsa,3358
2025-10,Bihar,Samastipur,5911
2025-10,Bihar,Samstipur,15
2025-10,Bihar,Saran,4880
2025-10,Bihar,Sheikhpura,810
2025-10,Bihar,Sheikpura,5
2025-10,Bihar,Sheohar,748
2025-10,Bihar,Sitamarhi,4685
2025-10,Bihar,Siwan,3726
2025-10,Bihar,Supaul,2824
2025-10,Bihar,Vaishali,5098
2025-10,Bihar,West Champaran,7858
2025-10,Chandigarh,Chandigarh,754
2025-10,Chandigarh,Rupnagar,1
2025-10,Chhattisgarh,Balod,1276
2025-10,Chhattisgarh,Baloda Bazar,2862
2025-10,Chhattisgarh,Balrampur,1168
2025-10,Chhattisgarh,Bastar,2419
2025-10,Chhattisgarh,Bemetara,2067
2025-10,Chhattisgarh,Bijapur,460
2025-10,Chhattisgarh,Bilaspur,3149
2025-10,Chhattisgarh,Dakshin Bastar Dantewada,278
2025-10,Chhattisgarh,Dantewada,59
2025-10,Chhattisgarh,Dhamtari,1329
2025-10,Chhattisgarh,Durg,1582
2025-10,Chhattisgarh,Gariyaband,1075
2025-10,Chhattisgarh,Gaurela-pendra-marwahi,78
2025-10,Chhattisgarh,Janjgir - Champa,9
2025-10,Chhattisgarh,Janjgir Champa,6
2025-10,Chhattisgarh,Janjgir-champa,1973
2025-10,Chhattisgarh,Jashpur,1644
2025-10,Chhattisgarh,Kabeerdham,527
2025-10,Chhattisgarh,Kanker,922
2025-10,Chhattisgarh,Kawardha,1797
2025-10,Chhattisgarh,Khairagarh Chhuikhadan Gandai,177
2025-10,Chhattisgarh,Kondagaon,1314
2025-10,Chhattisgarh,Korba,1388
2025-10,Chhattisgarh,Koriya,884
2025-10,Chhattisgarh,Mahasamund,1628
2025-10,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,175
2025-10,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,3
2025-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,580
2025-10,Chhattisgarh,Mungeli,1133
2025-10,Chhattisgarh,Narayanpur,188
2025-10,Chhattisgarh,Raigarh,1887
2025-10,Chhattisgarh,Raipur,2256
2025-10,Chhattisgarh,Rajnandgaon,1882
2025-10,Chhattisgarh,Sakti,287
2025-10,Chhattisgarh,Sarangarh-Bilaigarh,332
2025-10,Chhattisgarh,Sukma,545
2025-10,Chhattisgarh,Surajpur,1437
2025-10,Chhattisgarh,Surguja,3020
2025-10,Chhattisgarh,Uttar Bastar Kanker,534
2025-10,Dadra & Nagar Haveli,Dadra & Nagar Haveli,7
2025-10,Dadra and Nagar Haveli,Dadra and Nagar Haveli,119
2025-10,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,74
2025-10,Dadra and Nagar Haveli and Daman and Diu,Daman,46
2025-10,Dadra and Nagar Haveli and Daman and Diu,Diu,8
2025-10,Daman & Diu,Daman,15
2025-10,Daman & Diu,Diu,6
2025-10,Daman and Diu,Daman,30
2025-10,Daman and Diu,Diu,13
2025-10,Delhi,Central Delhi,632
2025-10,Delhi,East Delhi,1373
2025-10,Delhi,Najafgarh,6
2025-10,Delhi,New Delhi,69
2025-10,Delhi,North Delhi,707
2025-10,Delhi,North East,315
2025-10,Delhi,North East Delhi,1423
2025-10,Delhi,North West Delhi,2955
2025-10,Delhi,Shahdara,321
2025-10,Delhi,South Delhi,2194
2025-10,Delhi,South East Delhi,12
2025-10,Delhi,South West Delhi,1866
2025-10,Delhi,West Delhi,1990
2025-10,Goa,North Goa,640
2025-10,Goa,South Goa,551
2025-10,Gujarat,Ahmadabad,314
2025-10,Gujarat,Ahmedabad,5805
2025-10,Gujarat,Amreli,817
2025-10,Gujarat,Anand,1069
2025-10,Gujarat,Arvalli,257
2025-10,Gujarat,Banas Kantha,17
2025-10,Gujarat,Banaskantha,2033
2025-10,Gujarat,Bharuch,796
2025-10,Gujarat,Bhavnagar,1330
2025-10,Gujarat,Botad,162
2025-10,Gujarat,Chhotaudepur,330
2025-10,Gujarat,Dahod,999
2025-10,Gujarat,Devbhumi Dwarka,212
2025-10,Gujarat,Dohad,222
2025-10,Gujarat,Gandhinagar,963
2025-10,Gujarat,Gir Somnath,284
2025-10,Gujarat,Jamnagar,1239
2025-10,Gujarat,Junagadh,1029
2025-10,Gujarat,Kachchh,1422
2025-10,Gujarat,Kheda,1525
2025-10,Gujarat,Mahesana,1154
2025-10,Gujarat,Mahisagar,233
2025-10,Gujarat,Morbi,302
2025-10,Gujarat,Narmada,382
2025-10,Gujarat,Navsari,770
2025-10,Gujarat,Panch Mahals,23
2025-10,Gujarat,Panchmahals,1175
2025-10,Gujarat,Patan,819
2025-10,Gujarat,Porbandar,382
2025-10,Gujarat,Rajkot,2589
2025-10,Gujarat,Sabar Kantha,19
2025-10,Gujarat,Sabarkantha,1423
2025-10,Gujarat,Surat,5834
2025-10,Gujarat,Surendra Nagar,1008
2025-10,Gujarat,Surendranagar,31
2025-10,Gujarat,Tapi,281
2025-10,Gujarat,The Dangs,103
2025-10,Gujarat,Vadodara,2491
2025-10,Gujarat,Valsad,1166
2025-10,Haryana,Ambala,595
2025-10,Haryana,Bhiwani,902
2025-10,Haryana,Charkhi Dadri,293
2025-10,Haryana,Faridabad,2355
2025-10,Haryana,Fatehabad,796
2025-10,Haryana,Gurgaon,1929
2025-10,Haryana,Hisar,903
2025-10,Haryana,Jhajjar,498
2025-10,Haryana,Jind,809
2025-10,Haryana,Kaithal,468
2025-10,Haryana,Karnal,848
2025-10,Haryana,Kurukshetra,761
2025-10,Haryana,Mahendragarh,502
2025-10,Haryana,Mewat,994
2025-10,Haryana,Palwal,976
2025-10,Haryana,Panchkula,517
2025-10,Haryana,Panipat,732
2025-10,Haryana,Rewari,606
2025-10,Haryana,Rohtak,425
2025-10,Haryana,Sirsa,890
2025-10,Haryana,Sonipat,908
2025-10,Haryana,Yamuna Nagar,893
2025-10,Haryana,Yamunanagar,19
2025-10,Himachal Pradesh,Bilaspur,236
2025-10,Himachal Pradesh,Chamba,808
2025-10,Himachal Pradesh,Hamirpur,305
2025-10,Himachal Pradesh,Kangra,1161
2025-10,Himachal Pradesh,Kinnaur,61
2025-10,Himachal Pradesh,Kullu,402
2025-10,Himachal Pradesh,Lahaul and Spiti,2
2025-10,Himachal Pradesh,Lahul & Spiti,11
2025-10,Himachal Pradesh,Lahul and Spiti,8
2025-10,Himachal Pradesh,Mandi,619
2025-10,Himachal Pradesh,Shimla,757
2025-10,Himachal Pradesh,Sirmaur,419
2025-10,Himachal Pradesh,Solan,398
2025-10,Himachal Pradesh,Una,404
2025-10,Jammu & Kashmir,Anantnag,2
2025-10,Jammu & Kashmir,Baramula,2
2025-10,Jammu & Kashmir,Jammu,12
2025-10,Jammu & Kashmir,Kathua,4
2025-10,Jammu and Kashmir,Anantnag,716
2025-10,Jammu and Kashmir,Badgam,277
2025-10,Jammu and Kashmir,Bandipore,304
2025-10,Jammu and Kashmir,Baramula,709
2025-10,Jammu and Kashmir,Budgam,203
2025-10,Jammu and Kashmir,Doda,268
2025-10,Jammu and Kashmir,Ganderbal,163
2025-10,Jammu and Kashmir,Jammu,1212
2025-10,Jammu and Kashmir,Kargil,93
2025-10,Jammu and Kashmir,Kathua,496
2025-10,Jammu and Kashmir,Kishtwar,101
2025-10,Jammu and Kashmir,Kulgam,240
2025-10,Jammu and Kashmir,Kupwara,411
2025-10,Jammu and Kashmir,Leh,32
2025-10,Jammu and Kashmir,Pulwama,295
2025-10,Jammu and Kashmir,Punch,369
2025-10,Jammu and Kashmir,Rajouri,425
2025-10,Jammu and Kashmir,Ramban,204
2025-10,Jammu and Kashmir,Reasi,187
2025-10,Jammu and Kashmir,Samba,128
2025-10,Jammu and Kashmir,Shupiyan,172
2025-10,Jammu and Kashmir,Srinagar,1011
2025-10,Jammu and Kashmir,Udhampur,293
2025-10,Jharkhand,Bokaro,1801
2025-10,Jharkhand,Chatra,1527
2025-10,Jharkhand,Deoghar,1646
2025-10,Jharkhand,Dhanbad,2434
2025-10,Jharkhand,Dumka,2025
2025-10,Jharkhand,East Singhbhum,1763
2025-10,Jharkhand,Garhwa,1636
2025-10,Jharkhand,Garhwa *,73
2025-10,Jharkhand,Giridih,2769
2025-10,Jharkhand,Godda,2071
2025-10,Jharkhand,Gumla,1827
2025-10,Jharkhand,Hazaribag,346
2025-10,Jharkhand,Hazaribagh,1653
2025-10,Jharkhand,Jamtara,915
2025-10,Jharkhand,Khunti,765
2025-10,Jharkhand,Kodarma,161
2025-10,Jharkhand,Koderma,456
2025-10,Jharkhand,Latehar,1063
2025-10,Jharkhand,Lohardaga,771
2025-10,Jharkhand,Pakaur,148
2025-10,Jharkhand,Pakur,936
2025-10,Jharkhand,Palamau,103
2025-10,Jharkhand,Palamu,2504
2025-10,Jharkhand,Pashchimi Singhbhum,158
2025-10,Jharkhand,Purbi Singhbhum,173
2025-10,Jharkhand,Ramgarh,1088
2025-10,Jharkhand,Ranchi,2835
2025-10,Jharkhand,Sahebganj,1568
2025-10,Jharkhand,Sahibganj,90
2025-10,Jharkhand,Seraikela-Kharsawan,963
2025-10,Jharkhand,Seraikela-kharsawan,334
2025-10,Jharkhand,Simdega,819
2025-10,Jharkhand,West Singhbhum,2297
2025-10,Karnataka,Bagalkot,1121
2025-10,Karnataka,Bagalkot *,52
2025-10,Karnataka,Ballari,324
2025-10,Karnataka,Bangalore,1630
2025-10,Karnataka,Bangalore Rural,678
2025-10,Karnataka,Belagavi,1190
2025-10,Karnataka,Belgaum,1814
2025-10,Karnataka,Bellary,826
2025-10,Karnataka,Bengaluru,5023
2025-10,Karnataka,Bengaluru Rural,14
2025-10,Karnataka,Bengaluru South,104
2025-10,Karnataka,Bidar,1108
2025-10,Karnataka,Bijapur,823
2025-10,Karnataka,Chamarajanagar,48
2025-10,Karnataka,Chamarajanagar *,2
2025-10,Karnataka,Chamrajanagar,377
2025-10,Karnataka,Chamrajnagar,68
2025-10,Karnataka,Chickmagalur,359
2025-10,Karnataka,Chikkaballapur,829
2025-10,Karnataka,Chikkamagaluru,225
2025-10,Karnataka,Chikmagalur,33
2025-10,Karnataka,Chitradurga,1062
2025-10,Karnataka,Dakshina Kannada,1304
2025-10,Karnataka,Davanagere,95
2025-10,Karnataka,Davangere,798
2025-10,Karnataka,Dharwad,1062
2025-10,Karnataka,Gadag,558
