year_month,state,district,enrolment_total,demographic_total,biometric_total,demo_update_rate,bio_update_rate,update_imbalance,demo_mom_delta,bio_mom_delta,z_demo_update_rate,z_bio_update_rate
2025-01,Uttar Pradesh,Hapur,2997,18356.0,32822.0,6.122748498999333,10.947965310206804,-0.2826549952128803,,,-0.9940156213210217,1.1470115466222788
2025-02,Uttar Pradesh,Hapur,203,1033.0,1437.0,5.063725490196078,7.044117647058823,-0.16349656009712668,-17323.0,-31385.0,-1.3370917782587397,-0.5036487565277998
2025-03,Uttar Pradesh,Hapur,87,1309.0,1159.0,14.875,13.170454545454545,0.060753341433778855,276.0,-278.0,1.841322973360561,2.0867446180310028
2025-04,Uttar Pradesh,Hapur,88,717.0,722.0,8.0561797752809,8.112359550561798,-0.003472222222222222,-592.0,-437.0,-0.36767023840111457,-0.05196501873257398
2025-05,Uttar Pradesh,Hapur,64,597.0,506.0,9.184615384615384,7.7846153846153845,0.08242753623188406,-120.0,-216.0,-0.0021074989856296523,-0.19054478182725657
2025-06,Uttar Pradesh,Hapur,115,1238.0,958.0,10.672413793103448,8.258620689655173,0.12744651797906237,641.0,452.0,0.47987273755233345,0.009878443673503285
2025-07,Uttar Pradesh,Hapur,59,824.0,414.0,13.733333333333333,6.9,0.3309120258272801,-414.0,-544.0,1.4714739622927941,-0.5645858881759042
2025-08,Uttar Pradesh,Hapur,125,1272.0,551.0,10.095238095238095,4.373015873015873,0.39528508771929827,448.0,137.0,0.2928935891717357,-1.6330682535301646
2025-09,Uttar Pradesh,Hapur,127,978.0,890.0,7.640625,6.953125,0.047084002140181914,-294.0,339.0,-0.5022914261518842,-0.5421230934739882
2025-10,Uttar Pradesh,Hapur,138,833.0,862.0,5.9928057553956835,6.201438848920863,-0.017099056603773585,-145.0,-28.0,-1.0361112667667813,-0.8599578547344895
2025-11,Uttar Pradesh,Hapur,117,871.0,1252.0,7.38135593220339,10.610169491525424,-0.17937853107344634,38.0,390.0,-0.5862830246847641,1.0041816524819396
2025-12,Uttar Pradesh,Hapur,121,1400.0,1033.0,11.475409836065573,8.467213114754099,0.15078060805258833,529.0,-219.0,0.7400075921925131,0.09807738619344654
2025-01,Uttar Pradesh,Hardoi,11478,49062.0,125563.0,4.274065685164213,10.9384963847025,-0.4380848212751824,,,-1.3970740968989144,1.739039525413982
2025-02,Uttar Pradesh,Hardoi,626,3339.0,4004.0,5.3253588516746415,6.385964912280702,-0.09055010893246188,-45723.0,-121559.0,-1.0365604155001291,-0.5499558282989544
2025-03,Uttar Pradesh,Hardoi,470,2929.0,3639.0,6.218683651804671,7.726114649681529,-0.10808342213426701,-410.0,-365.0,-0.7302178817150812,0.12386631675878067
2025-04,Uttar Pradesh,Hardoi,259,3739.0,2342.0,14.38076923076923,9.007692307692308,0.22969417954620192,810.0,-1297.0,2.0687573363315392,0.7682386450731722
2025-05,Uttar Pradesh,Hardoi,386,2695.0,1881.0,6.963824289405685,4.8604651162790695,0.17784575049158838,-1044.0,-461.0,-0.47469125700291065,-1.3169712715288753
2025-06,Uttar Pradesh,Hardoi,401,4140.0,3202.0,10.298507462686567,7.965174129353234,0.12774070543374644,1445.0,1321.0,0.6688517102633458,0.24406450573219365
2025-07,Uttar Pradesh,Hardoi,255,2494.0,2003.0,9.7421875,7.82421875,0.10915962650066696,-1646.0,-1199.0,0.47807623090824464,0.17319268191836287
2025-08,Uttar Pradesh,Hardoi,436,5228.0,2115.0,11.963386727688787,4.839816933638444,0.4238834422657952,2734.0,112.0,1.239778804655812,-1.3273530985219055
2025-09,Uttar Pradesh,Hardoi,429,2675.0,3040.0,6.22093023255814,7.069767441860465,-0.0638558432470259,-2553.0,925.0,-0.7294474752064181,-0.2061425405606964
2025-10,Uttar Pradesh,Hardoi,560,4110.0,2847.0,7.32620320855615,5.074866310160428,0.18151767749353262,1435.0,-193.0,-0.3504228204088725,-1.2091711740231534
2025-11,Uttar Pradesh,Hardoi,380,3184.0,3908.0,8.356955380577428,10.257217847769029,-0.10207246581136331,-926.0,1061.0,0.0030468605352573135,1.3964952914923023
2025-12,Uttar Pradesh,Hardoi,518,4726.0,4052.0,9.10597302504817,7.807321772639692,0.07677412005923226,1542.0,144.0,0.2599030040381315,0.16469694654479425
2025-01,Uttar Pradesh,Hathras,1401,19532.0,53225.0,13.931526390870186,37.96362339514979,-0.46308309739135217,,,0.7787231467589069,3.0682942695892104
2025-02,Uttar Pradesh,Hathras,237,843.0,1668.0,3.542016806722689,7.008403361344538,-0.3284235668789809,-18689.0,-51557.0,-1.8591679969521635,-0.32561661101841805
2025-03,Uttar Pradesh,Hathras,136,1428.0,1217.0,10.423357664233576,8.883211678832117,0.07974300831443688,585.0,-451.0,-0.11199908990556795,-0.12006380471221148
2025-04,Uttar Pradesh,Hathras,85,1537.0,893.0,17.872093023255815,10.383720930232558,0.2649115590292061,109.0,-324.0,1.7792309894615077,0.04445108709663034
2025-05,Uttar Pradesh,Hathras,126,1307.0,526.0,10.291338582677165,4.141732283464567,0.42584514721919303,-230.0,-367.0,-0.14551866686133644,-0.6399166273554054
2025-06,Uttar Pradesh,Hathras,117,1713.0,1246.0,14.516949152542374,10.559322033898304,0.15777027027027027,406.0,720.0,0.9273616850685721,0.06370388180224186
2025-07,Uttar Pradesh,Hathras,89,813.0,517.0,9.033333333333333,5.7444444444444445,0.22238918106686703,-900.0,-729.0,-0.46492555311605716,-0.464196272736976
2025-08,Uttar Pradesh,Hathras,212,2832.0,970.0,13.295774647887324,4.553990610328638,0.48961346305548253,2019.0,453.0,0.6173061059611168,-0.5947168833498039
2025-09,Uttar Pradesh,Hathras,173,1277.0,1363.0,7.339080459770115,7.833333333333333,-0.03256342294585384,-1555.0,393.0,-0.8950954869499615,-0.2351718070527344
2025-10,Uttar Pradesh,Hathras,244,1832.0,1017.0,7.477551020408163,4.151020408163265,0.28596491228070176,555.0,-346.0,-0.8599378827711128,-0.6388982831975889
2025-11,Uttar Pradesh,Hathras,157,1418.0,1531.0,8.974683544303797,9.689873417721518,-0.03830508474576271,-414.0,514.0,-0.47981670440750956,-0.031621918348722265
2025-12,Uttar Pradesh,Hathras,178,2448.0,1580.0,13.675977653631286,8.8268156424581,0.21543807396376272,1030.0,49.0,0.7138394537136056,-0.1262470307162228
2025-01,Uttar Pradesh,Jalaun,986,19447.0,48739.0,19.703140830800404,49.38095238095238,-0.42958335166527345,,,0.9170175529014141,3.116748148238547
2025-02,Uttar Pradesh,Jalaun,180,1001.0,1475.0,5.530386740331492,8.149171270718233,-0.19136051675413807,-18446.0,-47264.0,-1.3151464033812497,-0.2733505733998054
2025-03,Uttar Pradesh,Jalaun,142,1622.0,1374.0,11.342657342657343,9.608391608391608,0.08274941608274941,621.0,-101.0,-0.39973216138872214,-0.15337271001065086
2025-04,Uttar Pradesh,Jalaun,110,1552.0,863.0,13.981981981981981,7.774774774774775,0.285182119205298,-70.0,-511.0,0.015953123999185047,-0.30413365014564014
2025-05,Uttar Pradesh,Jalaun,98,1175.0,535.0,11.868686868686869,5.404040404040404,0.37405026300409117,-377.0,-328.0,-0.316884174296842,-0.4990566765869069
2025-06,Uttar Pradesh,Jalaun,90,2172.0,1001.0,23.86813186813187,11.0,0.36893509766855703,997.0,466.0,1.5729904719562768,-0.03895393637581912
2025-07,Uttar Pradesh,Jalaun,49,1107.0,510.0,22.14,10.2,0.3689740420271941,-1065.0,-491.0,1.3008151669221262,-0.10473035699805411
2025-08,Uttar Pradesh,Jalaun,171,2514.0,775.0,14.616279069767442,4.505813953488372,0.5285714285714286,1407.0,265.0,0.11585290973538998,-0.5729093276188164
2025-09,Uttar Pradesh,Jalaun,166,1023.0,1194.0,6.125748502994012,7.149700598802395,-0.07709648331830478,-1491.0,419.0,-1.2213788082419323,-0.35552757754421027
2025-10,Uttar Pradesh,Jalaun,240,2179.0,1024.0,9.04149377593361,4.24896265560166,0.3604868913857678,1156.0,-170.0,-0.7621581470767042,-0.5940277763777705
2025-11,Uttar Pradesh,Jalaun,148,1187.0,1456.0,7.966442953020135,9.771812080536913,-0.10173978819969742,-992.0,432.0,-0.9314752524721369,-0.13993619286800865
2025-12,Uttar Pradesh,Jalaun,119,2446.0,1259.0,20.383333333333333,10.491666666666667,0.3202914193200216,1259.0,-197.0,1.0241457213431961,-0.0807493703128642
2025-01,Uttar Pradesh,Jaunpur,2914,50086.0,105558.0,17.182161234991423,36.212006861063465,-0.35640078383500917,,,1.1707376750110638,3.0472356776319796
2025-02,Uttar Pradesh,Jaunpur,577,3458.0,4142.0,5.982698961937716,7.166089965397924,-0.0899881594527036,-46628.0,-101416.0,-1.458957251287035,-0.4415984194877195
2025-03,Uttar Pradesh,Jaunpur,433,3941.0,3718.0,9.080645161290322,8.566820276497696,0.029112271540469973,483.0,-424.0,-0.7315425590671099,-0.2733504799309127
2025-04,Uttar Pradesh,Jaunpur,203,4381.0,2647.0,21.475490196078432,12.97549019607843,0.24669227486128895,440.0,-1071.0,2.1788347702674744,0.25619444693880916
2025-05,Uttar Pradesh,Jaunpur,301,3332.0,1653.0,11.033112582781458,5.473509933774834,0.3367428800641797,-1049.0,-994.0,-0.2730925418362737,-0.6449017253410727
2025-06,Uttar Pradesh,Jaunpur,308,4246.0,3340.0,13.741100323624595,10.809061488673139,0.11941478845393436,914.0,1687.0,0.3627577739156226,-0.004024928146659285
2025-07,Uttar Pradesh,Jaunpur,199,2536.0,1632.0,12.68,8.16,0.21683857040057566,-1710.0,-1708.0,0.11360562095533307,-0.32221547039215814
2025-08,Uttar Pradesh,Jaunpur,455,6612.0,2661.0,14.5,5.8355263157894735,0.4260297606210912,4076.0,1029.0,0.5409515639277854,-0.6014183296601789
2025-09,Uttar Pradesh,Jaunpur,424,3559.0,3495.0,8.374117647058824,8.223529411764705,0.009071580439404677,-3053.0,834.0,-0.8974390792897703,-0.3145846705544111
2025-10,Uttar Pradesh,Jaunpur,501,4457.0,3108.0,8.878486055776893,6.191235059760956,0.17829764736981232,898.0,-387.0,-0.7790106214715625,-0.5586925724024859
2025-11,Uttar Pradesh,Jaunpur,334,3401.0,3978.0,10.15223880597015,11.874626865671642,-0.07818428184281843,-1056.0,870.0,-0.47992651699623734,0.123964862409319
2025-12,Uttar Pradesh,Jaunpur,426,5668.0,3682.0,13.274004683840749,8.62295081967213,0.21238370227783124,2267.0,-296.0,0.25308116587070584,-0.26660839106450684
2025-01,Uttar Pradesh,Jhansi,319,24259.0,66780.0,75.809375,208.6875,-0.4670584358523726,,,3.131746871770021,3.171644615868985
2025-02,Uttar Pradesh,Jhansi,295,1442.0,2412.0,4.871621621621622,8.14864864864865,-0.251621271076524,-22817.0,-64368.0,-0.5460085052867022,-0.30310685490303585
2025-03,Uttar Pradesh,Jhansi,172,1895.0,2075.0,10.953757225433526,11.99421965317919,-0.04532863258625031,453.0,-337.0,-0.23068125208776932,-0.236474362426357
2025-04,Uttar Pradesh,Jhansi,114,1690.0,1321.0,14.695652173913043,11.486956521739131,0.12250996015936255,-205.0,-754.0,-0.03668336504238562,-0.24526374812475019
2025-05,Uttar Pradesh,Jhansi,175,1558.0,1032.0,8.852272727272727,5.863636363636363,0.20301042068699343,-132.0,-289.0,-0.33963234716527324,-0.34269943132688135
2025-06,Uttar Pradesh,Jhansi,138,1896.0,2010.0,13.640287769784173,14.46043165467626,-0.029178397747632454,338.0,978.0,-0.09139854739861522,-0.19374212514818728
2025-07,Uttar Pradesh,Jhansi,112,1302.0,830.0,11.52212389380531,7.345132743362832,0.22128457571495547,-594.0,-1180.0,-0.2012143818925079,-0.3170294342679135
2025-08,Uttar Pradesh,Jhansi,238,2808.0,1346.0,11.748953974895397,5.631799163179917,0.35186522262334535,1506.0,516.0,-0.1894544161383408,-0.3467164916014229
2025-09,Uttar Pradesh,Jhansi,241,1601.0,2122.0,6.615702479338843,8.768595041322314,-0.1399033297529538,-1207.0,776.0,-0.45558693923741317,-0.29236499802479704
2025-10,Uttar Pradesh,Jhansi,322,2140.0,1708.0,6.625386996904025,5.287925696594427,0.1122369446609509,539.0,-414.0,-0.4550848471235064,-0.3526748125239056
2025-11,Uttar Pradesh,Jhansi,220,1461.0,2418.0,6.610859728506787,10.941176470588236,-0.2466494845360825,-679.0,710.0,-0.45583801080458475,-0.25472051933230017
2025-12,Uttar Pradesh,Jhansi,241,3120.0,2199.0,12.892561983471074,9.086776859504132,0.1731203007518797,1659.0,-219.0,-0.13016425959292252,-0.28685183818943355
2025-01,Uttar Pradesh,Jyotiba Phule Nagar,1,10.0,3.0,5.0,1.5,0.5,,,0.14003658414784736,-0.25320796230666914
2025-02,Uttar Pradesh,Jyotiba Phule Nagar,4,23.0,7.0,4.6,1.4,0.5161290322580645,13.0,4.0,-0.10588131972154327,-0.3763902142396435
2025-03,Uttar Pradesh,Jyotiba Phule Nagar,3,24.0,9.0,6.0,2.25,0.4411764705882353,1.0,2.0,0.7548313438213234,0.6706589271906375
2025-04,Uttar Pradesh,Jyotiba Phule Nagar,1,13.0,4.0,6.5,2.0,0.5,-11.0,-5.0,1.0622287236580614,0.36270329735820195
2025-05,Uttar Pradesh,Jyotiba Phule Nagar,4,12.0,2.0,2.4,0.4,0.6666666666666666,-1.0,-2.0,-1.4584297910031905,-1.6082127335693852
2025-08,Uttar Pradesh,Jyotiba Phule Nagar,4,27.0,7.0,5.4,1.4,0.5714285714285714,15.0,5.0,0.38595448801723803,-0.3763902142396435
2025-09,Uttar Pradesh,Jyotiba Phule Nagar,2,18.0,9.0,6.0,3.0,0.32142857142857145,-9.0,2.0,0.7548313438213234,1.5945258166879441
2025-10,Uttar Pradesh,Jyotiba Phule Nagar,9,18.0,9.0,1.8,0.9,0.32142857142857145,0.0,0.0,-1.827306646807276,-0.9923014739045144
2025-12,Uttar Pradesh,Jyotiba Phule Nagar,3,21.0,10.0,5.25,2.5,0.34375,3.0,1.0,0.2937352740662164,0.978614557023073
2025-01,Uttar Pradesh,Kannauj,1237,18841.0,43641.0,15.218901453957997,35.25121163166398,-0.39690795896483844,,,1.1645465881474022,3.0473527277190904
2025-02,Uttar Pradesh,Kannauj,205,1211.0,1420.0,5.878640776699029,6.893203883495145,-0.07940729483282674,-17630.0,-42221.0,-1.0632856814531462,-0.20491379256263603
2025-03,Uttar Pradesh,Kannauj,150,1400.0,1409.0,9.271523178807946,9.331125827814569,-0.003202846975088968,189.0,-11.0,-0.25401780729395323,0.0746817272983168
2025-04,Uttar Pradesh,Kannauj,103,1970.0,873.0,18.942307692307693,8.39423076923077,0.38572433192686356,570.0,-536.0,2.0526507703811863,-0.03276702083337213
2025-05,Uttar Pradesh,Kannauj,202,1394.0,675.0,6.8669950738916254,3.3251231527093594,0.3473429951690821,-576.0,-198.0,-0.827544124213203,-0.6141227047488702
2025-06,Uttar Pradesh,Kannauj,152,2174.0,1091.0,14.209150326797385,7.130718954248366,0.3315982853643601,780.0,416.0,0.9237014743883178,-0.1776741387924262
2025-07,Uttar Pradesh,Kannauj,158,1142.0,542.0,7.182389937106918,3.408805031446541,0.3560830860534125,-1032.0,-549.0,-0.7523163679207008,-0.6045255646751362
2025-08,Uttar Pradesh,Kannauj,180,2225.0,807.0,12.292817679558011,4.458563535911602,0.46752390372568414,1083.0,265.0,0.46661918746634307,-0.48413295921528354
2025-09,Uttar Pradesh,Kannauj,212,1528.0,1108.0,7.173708920187793,5.2018779342723,0.15927189988623436,-697.0,301.0,-0.7543869578425069,-0.39888520298008207
2025-10,Uttar Pradesh,Kannauj,279,1581.0,900.0,5.646428571428571,3.2142857142857144,0.27437550362610796,53.0,-208.0,-1.1186727699052055,-0.6268342073826292
2025-11,Uttar Pradesh,Kannauj,131,1520.0,1421.0,11.515151515151516,10.765151515151516,0.033650577838205305,-61.0,521.0,0.28113081236569165,0.23914439948483882
2025-12,Uttar Pradesh,Kannauj,199,1968.0,1357.0,9.84,6.785,0.18370414912808178,448.0,-64.0,-0.11842512412022607,-0.21732326331180912
2025-01,Uttar Pradesh,Kanpur Dehat,2945,27452.0,48705.0,9.318397827562798,16.532586558044805,-0.27906457627563747,,,-0.5739910901246906,2.8194050599956895
2025-02,Uttar Pradesh,Kanpur Dehat,201,1060.0,1330.0,5.247524752475248,6.584158415841584,-0.11292346298619825,-26392.0,-47375.0,-1.777096618191319,-0.21088745389444263
2025-03,Uttar Pradesh,Kanpur Dehat,161,1870.0,1339.0,11.54320987654321,8.265432098765432,0.16542056074766356,810.0,9.0,0.08352969857737698,0.3012287299227452
2025-04,Uttar Pradesh,Kanpur Dehat,133,2023.0,937.0,15.097014925373134,6.992537313432836,0.3667679837892604,153.0,-402.0,1.1338209803379666,-0.08649518825081584
2025-05,Uttar Pradesh,Kanpur Dehat,169,1422.0,614.0,8.364705882352942,3.611764705882353,0.39666175748649973,-601.0,-323.0,-0.8558451372027656,-1.1162789668926756
2025-06,Uttar Pradesh,Kanpur Dehat,193,1925.0,1208.0,9.922680412371134,6.22680412371134,0.22878111040204213,503.0,594.0,-0.3954014596234583,-0.3197376180379576
2025-07,Uttar Pradesh,Kanpur Dehat,84,1157.0,565.0,13.611764705882353,6.647058823529412,0.3435867672663958,-768.0,-643.0,0.694870240122834,-0.19172798148206502
2025-08,Uttar Pradesh,Kanpur Dehat,186,2887.0,824.0,15.438502673796792,4.406417112299465,0.5557650862068966,1730.0,259.0,1.2347442442957095,-0.8742277399159021
2025-09,Uttar Pradesh,Kanpur Dehat,194,1886.0,1247.0,9.671794871794871,6.394871794871795,0.20389278876834716,-1001.0,423.0,-0.46954815376296916,-0.2685441834104362
2025-10,Uttar Pradesh,Kanpur Dehat,176,1825.0,927.0,10.310734463276836,5.237288135593221,0.32618961133309116,-61.0,-320.0,-0.2807159940680731,-0.6211443174992124
2025-11,Uttar Pradesh,Kanpur Dehat,143,1393.0,1307.0,9.67361111111111,9.07638888888889,0.03184005923731951,-432.0,380.0,-0.46901138252953717,0.5482462743099382
2025-12,Uttar Pradesh,Kanpur Dehat,177,3013.0,1307.0,16.926966292134832,7.342696629213483,0.39481601481138623,1620.0,0.0,1.6746446721689214,0.020163385155132763
2025-01,Uttar Pradesh,Kanpur Nagar,9385,64998.0,110779.0,6.92499467291711,11.802578308118475,-0.2604478376133532,,,-0.7377335753754058,2.01828429618055
2025-02,Uttar Pradesh,Kanpur Nagar,710,3480.0,3469.0,4.894514767932489,4.879043600562588,0.0015827338129496403,-61518.0,-107310.0,-1.3993590897117194,-0.7308092655675662
2025-03,Uttar Pradesh,Kanpur Nagar,395,4397.0,3470.0,11.103535353535353,8.762626262626263,0.11781901372648704,917.0,1.0,0.6238308115472976,0.8112256261105844
2025-04,Uttar Pradesh,Kanpur Nagar,243,3558.0,2152.0,14.581967213114755,8.819672131147541,0.24619156014708457,-839.0,-1318.0,1.7572669329924258,0.8338765459803191
2025-05,Uttar Pradesh,Kanpur Nagar,331,3241.0,1593.0,9.762048192771084,4.798192771084337,0.3408479834539814,-317.0,-559.0,0.1867114238905443,-0.7629123031298808
2025-06,Uttar Pradesh,Kanpur Nagar,400,4379.0,3189.0,10.920199501246882,7.952618453865337,0.1572202404544854,1138.0,1596.0,0.5640913985795222,0.48959984591478434
2025-07,Uttar Pradesh,Kanpur Nagar,269,2707.0,1746.0,10.025925925925925,6.466666666666667,0.21576111360574765,-1672.0,-1443.0,0.27269515635294184,-0.10041965478878681
2025-08,Uttar Pradesh,Kanpur Nagar,511,5836.0,1973.0,11.3984375,3.853515625,0.4946222791293214,3129.0,227.0,0.71992375186873,-1.1380105686728896
2025-09,Uttar Pradesh,Kanpur Nagar,657,2989.0,3019.0,4.542553191489362,4.588145896656535,-0.004992511233150275,-2847.0,1046.0,-1.51404466649046,-0.8463145730028994
2025-10,Uttar Pradesh,Kanpur Nagar,758,4384.0,2587.0,5.776021080368906,3.4084321475625825,0.25774526678141135,1395.0,-432.0,-1.1121230200886276,-1.3147376559117732
2025-11,Uttar Pradesh,Kanpur Nagar,413,3685.0,3492.0,8.900966183574878,8.434782608695652,0.026887712454722764,-699.0,905.0,-0.0938694505232319,0.6810503736781772
2025-12,Uttar Pradesh,Kanpur Nagar,486,5570.0,3345.0,11.437371663244353,6.868583162217659,0.24955136832660385,1885.0,-147.0,0.7326103269579791,0.05916733320937787
2025-01,Uttar Pradesh,Kasganj,2310,11216.0,44416.0,4.853310255300736,19.219385547382085,-0.5967681052612658,,,-1.5094917321069925,1.6439458314995379
2025-02,Uttar Pradesh,Kasganj,147,1498.0,1792.0,10.121621621621621,12.108108108108109,-0.08933454876937101,-9718.0,-42624.0,-0.49702055254059513,0.029264975303540865
2025-03,Uttar Pradesh,Kasganj,123,1286.0,1442.0,10.370967741935484,11.629032258064516,-0.057163796262367166,-212.0,-350.0,-0.4491008790436234,-0.0795135965264719
2025-04,Uttar Pradesh,Kasganj,56,1381.0,1054.0,24.228070175438596,18.49122807017544,0.13423645320197045,95.0,-388.0,2.2139757446941752,1.478610988529105
2025-05,Uttar Pradesh,Kasganj,93,1033.0,556.0,10.98936170212766,5.914893617021277,0.3,-348.0,-498.0,-0.33025709423715555,-1.3769612565469345
2025-06,Uttar Pradesh,Kasganj,109,1289.0,1142.0,11.718181818181819,10.381818181818181,0.06044407894736842,256.0,586.0,-0.1901914619530883,-0.3627050075901268
2025-07,Uttar Pradesh,Kasganj,59,694.0,816.0,11.566666666666666,13.6,-0.08074123097286565,-595.0,-326.0,-0.21930984799940462,0.36801273165571086
2025-08,Uttar Pradesh,Kasganj,142,2402.0,943.0,16.797202797202797,6.594405594405594,0.4360430364614465,1708.0,127.0,0.7859016358364235,-1.2226718210963101
2025-09,Uttar Pradesh,Kasganj,126,982.0,1362.0,7.732283464566929,10.724409448818898,-0.16204690831556504,-1420.0,419.0,-0.9562067801658551,-0.28491651388421035
2025-10,Uttar Pradesh,Kasganj,165,1671.0,1120.0,10.066265060240964,6.746987951807229,0.19734957020057306,689.0,-242.0,-0.5076590511221537,-1.188026595453865
2025-11,Uttar Pradesh,Kasganj,103,1730.0,1693.0,16.634615384615383,16.278846153846153,0.01080607476635514,59.0,573.0,0.7546553677328763,0.9762693547795683
2025-12,Uttar Pradesh,Kasganj,129,2264.0,1568.0,17.415384615384614,12.061538461538461,0.1815810070440908,534.0,-125.0,0.9047046509053932,0.018690909330451737
2025-01,Uttar Pradesh,Kaushambi,1551,33956.0,62376.0,21.878865979381445,40.19072164948454,-0.29501832186270543,,,1.8797320219473093,3.075507536860725
2025-02,Uttar Pradesh,Kaushambi,260,1584.0,1792.0,6.068965517241379,6.865900383141763,-0.061593129997038795,-32372.0,-60584.0,-0.907038855107779,-0.43426572556850523
2025-03,Uttar Pradesh,Kaushambi,168,1097.0,1631.0,6.491124260355029,9.650887573964496,-0.1956760718211799,-487.0,-161.0,-0.8326260089535249,-0.14095061667609243
2025-04,Uttar Pradesh,Kaushambi,83,1898.0,1166.0,22.595238095238095,13.880952380952381,0.23882544861337685,801.0,-465.0,2.0060051097750495,0.3045602005988257
2025-05,Uttar Pradesh,Kaushambi,141,1383.0,741.0,9.73943661971831,5.21830985915493,0.30211764705882355,-515.0,-425.0,-0.2600542647904783,-0.6077901121602227
2025-06,Uttar Pradesh,Kaushambi,140,1866.0,1465.0,13.23404255319149,10.390070921985815,0.12034813925570229,483.0,724.0,0.35593102022179174,-0.06309975799681754
2025-07,Uttar Pradesh,Kaushambi,94,703.0,709.0,7.4,7.463157894736842,-0.004246284501061571,-1163.0,-756.0,-0.6724207977841145,-0.3713625091272944
2025-08,Uttar Pradesh,Kaushambi,200,2663.0,1152.0,13.248756218905474,5.731343283582089,0.3959643605870021,1960.0,443.0,0.3585245605925642,-0.5537573843806579
2025-09,Uttar Pradesh,Kaushambi,195,1864.0,1525.0,9.510204081632653,7.780612244897959,0.1,-799.0,373.0,-0.30046050028451626,-0.33792818756462656
2025-10,Uttar Pradesh,Kaushambi,232,1635.0,1496.0,7.017167381974249,6.420600858369099,0.04438058748403576,-229.0,-29.0,-0.7399017280566195,-0.481164712762715
2025-11,Uttar Pradesh,Kaushambi,197,1447.0,1837.0,7.308080808080808,9.277777777777779,-0.1187214611872146,-188.0,341.0,-0.6886231595697729,-0.18024657496917276
2025-12,Uttar Pradesh,Kaushambi,198,2007.0,1791.0,10.085427135678392,9.0,0.056857067649381414,560.0,-46.0,-0.19906739798990736,-0.20950215625344862
2025-01,Uttar Pradesh,Kheri,8526,69970.0,110400.0,8.205699542629295,12.947109182596458,-0.22414911487988645,,,-0.3863207960432874,2.2767297507917843
2025-02,Uttar Pradesh,Kheri,755,4091.0,4523.0,5.411375661375661,5.982804232804233,-0.050145095763203716,-65879.0,-105877.0,-1.3939206130609667,-0.4323094456376403
2025-03,Uttar Pradesh,Kheri,532,4176.0,3998.0,7.834896810506566,7.50093808630394,0.021773700305810398,85.0,-525.0,-0.5200278324906507,0.15822818075964298
2025-04,Uttar Pradesh,Kheri,375,4619.0,2559.0,12.284574468085106,6.805851063829787,0.28694804290291126,443.0,-1439.0,1.0844727852231184,-0.11215314262971796
2025-05,Uttar Pradesh,Kheri,410,3672.0,1717.0,8.934306569343066,4.177615571776156,0.362708719851577,-947.0,-842.0,-0.12359380447306627,-1.1345082831283664
2025-06,Uttar Pradesh,Kheri,409,5794.0,3395.0,14.13170731707317,8.28048780487805,0.26104461371055493,2122.0,1678.0,1.7505268289700908,0.4614645781327642
2025-07,Uttar Pradesh,Kheri,248,2425.0,2183.0,9.738955823293173,8.76706827309237,0.05250596658711217,-3369.0,-1212.0,0.16655310601313034,0.6507391102092067
2025-08,Uttar Pradesh,Kheri,641,6729.0,2471.0,10.481308411214954,3.8489096573208723,0.4627757852407347,4304.0,288.0,0.4342365827821189,-1.2623713237012963
2025-09,Uttar Pradesh,Kheri,640,3570.0,3511.0,5.569422776911076,5.477379095163807,0.008330979949166902,-3159.0,1040.0,-1.3369307108660173,-0.6289143500178686
2025-10,Uttar Pradesh,Kheri,723,5390.0,3243.0,7.44475138121547,4.4792817679558015,0.24866805652073198,1820.0,-268.0,-0.6607096145135811,-1.0171634001027012
2025-11,Uttar Pradesh,Kheri,481,3990.0,4346.0,8.278008298755188,9.016597510373444,-0.04270121146695454,-1400.0,1103.0,-0.3602471222182839,0.7478032809086439
2025-12,Uttar Pradesh,Kheri,512,6674.0,4025.0,13.009746588693957,7.846003898635478,0.24757009345794392,2684.0,-321.0,1.345961190677389,0.29245504441554665
2025-01,Uttar Pradesh,Kushi Nagar,1570,0.0,0.0,0.0,0.0,0.0,,,,
2025-01,Uttar Pradesh,Kushinagar,665,76765.0,87748.0,115.26276276276276,131.75375375375376,-0.06676027572121522,,,3.159442081109858,3.167032071137313
2025-02,Uttar Pradesh,Kushinagar,548,3983.0,3153.0,7.2550091074681236,5.743169398907104,0.11629536219700154,-72782.0,-84595.0,-0.4096806176109848,-0.35615726697692035
2025-03,Uttar Pradesh,Kushinagar,288,3198.0,2869.0,11.065743944636678,9.92733564013841,0.0542188529993408,-785.0,-284.0,-0.28375465631794733,-0.2391701903319048
2025-04,Uttar Pradesh,Kushinagar,194,2723.0,2120.0,13.964102564102564,10.871794871794872,0.12448389760528489,-475.0,-749.0,-0.18797822187062466,-0.2127636093903759
2025-05,Uttar Pradesh,Kushinagar,334,2771.0,1522.0,8.271641791044775,4.543283582089552,0.29087098276665113,48.0,-598.0,-0.3760859295963152,-0.38970544023879194
2025-06,Uttar Pradesh,Kushinagar,295,3202.0,3047.0,10.817567567567568,10.29391891891892,0.0248,431.0,1525.0,-0.29195565958582925,-0.2289207156076748
2025-07,Uttar Pradesh,Kushinagar,221,3177.0,1907.0,14.31081081081081,8.59009009009009,0.2497541789577188,-25.0,-1140.0,-0.17652122705977621,-0.2765588691360891
